Species;Common name;Order;Family;Status;Status_code;Sizemin;Sizemax;Migratory status;migrant_code;Population trend;Trend_code;Extent of occurrence (km2);Generation length (yrs);SSI_Diet;SSI_Habitat;Neartic;Paleartic;Afrotropical;Neotropical;Indomalayan;Australasian;Oceanic
Geranoaetus polyosoma;Variable Hawk;Accipitriformes;Accipitridae;Least Concern;1;45;62;full migrant;3;Increasing;3;13800000;9.7;1.914854216;2.160246899;0;0;0;1;0;0;0
Geranospiza caerulescens;Crane Hawk;Accipitriformes;Accipitridae;Least Concern;1;38;54;not a migrant;1;Decreasing;1;22200000;7.2;1.154700538;2.318404624;1;0;0;1;0;0;0
Geronticus calvus;Southern Bald Ibis;Pelecaniformes;Threskiornithidae;Vulnerable;3;78;78;not a migrant;1;Decreasing;1;257000;10.1;1.154700538;3.4278273;0;0;1;0;0;0;0
Geronticus eremita;Northern Bald Ibis;Pelecaniformes;Threskiornithidae;Endangered;4;70;80;full migrant;3;Decreasing;1;203000;8;0.866025404;2.318404624;0;1;1;0;0;0;0
Gerygone albofrontata;Chatham Gerygone;Passeriformes;Acanthizidae;Least Concern;1;12;12;not a migrant;1;Decreasing;1;3200;5.5;2.449489743;4.949747468;0;0;0;0;0;1;1
Gerygone chloronota;Green-backed Gerygone;Passeriformes;Acanthizidae;Least Concern;1;9.5;11;not a migrant;1;Stable;2;3650000;5.5;2.449489743;2.318404624;0;0;0;0;0;1;1
Gerygone chrysogaster;Yellow-bellied Gerygone;Passeriformes;Acanthizidae;Least Concern;1;10;10;not a migrant;1;Stable;2;1360000;5.5;2.449489743;4.949747468;0;0;0;0;0;1;1
Gerygone citrina;Rennell Gerygone;Passeriformes;Acanthizidae;Least Concern;1;10;10;not a migrant;1;Stable;2;1200;5.5;2.449489743;3.4278273;0;0;0;0;0;1;0
Gerygone dorsalis;Rufous-sided Gerygone;Passeriformes;Acanthizidae;Least Concern;1;10;10;not a migrant;1;Decreasing;1;237000;5.5;2.449489743;4;0;0;0;0;0;0;1
Gerygone flavolateralis;Fan-tailed Gerygone;Passeriformes;Acanthizidae;Least Concern;1;10;10;not a migrant;1;Stable;2;358000;5.5;2.449489743;3.4278273;0;0;0;0;0;1;0
Gerygone fusca;Western Gerygone;Passeriformes;Acanthizidae;Least Concern;1;9;11.5;full migrant;3;Decreasing;1;6650000;5.5;2.449489743;4;0;0;0;0;0;1;1
Gerygone hypoxantha;Biak Gerygone;Passeriformes;Acanthizidae;Vulnerable;3;10;10;not a migrant;1;Decreasing;1;3600;5.5;2.449489743;3.4278273;0;0;0;0;0;0;1
Gerygone igata;Grey Gerygone;Passeriformes;Acanthizidae;Least Concern;1;10;10;altitudinal migrant;2;Stable;2;721000;5.5;2.449489743;3.033150178;0;0;0;0;0;1;1
Gerygone inornata;Plain Gerygone;Passeriformes;Acanthizidae;Least Concern;1;10;10;not a migrant;1;Decreasing;1;81700;5.5;2.449489743;2.738612788;0;0;0;0;0;0;1
Gerygone levigaster;Mangrove Gerygone;Passeriformes;Acanthizidae;Least Concern;1;9.5;11.5;not a migrant;1;Decreasing;1;5700000;5.5;2.449489743;3.033150178;0;0;0;0;0;1;1
Gerygone magnirostris;Large-billed Gerygone;Passeriformes;Acanthizidae;Least Concern;1;10;12;not a migrant;1;Decreasing;1;5220000;5.5;2.449489743;3.4278273;0;0;0;0;0;1;0
Gerygone modesta;Norfolk Gerygone;Passeriformes;Acanthizidae;Near Threatened;2;9.5;12.3;not a migrant;1;Stable;2;45;5.5;2.449489743;3.4278273;0;0;0;0;0;1;1
Gerygone mouki;Brown Gerygone;Passeriformes;Acanthizidae;Least Concern;1;9;11;not a migrant;1;Stable;2;2340000;5.5;2.449489743;3.033150178;0;0;0;0;0;1;1
Gerygone olivacea;White-throated Gerygone;Passeriformes;Acanthizidae;Least Concern;1;9;11.5;not a migrant;1;Decreasing;1;7240000;5.5;2.449489743;3.4278273;0;0;0;0;0;1;1
Gerygone palpebrosa;Fairy Gerygone;Passeriformes;Acanthizidae;Least Concern;1;10;11.5;not a migrant;1;Stable;2;3200000;5.5;2.449489743;4;0;0;0;0;0;1;1
Gerygone ruficollis;Brown-breasted Gerygone;Passeriformes;Acanthizidae;Least Concern;1;9;10;not a migrant;1;Stable;2;629000;5.5;2.449489743;2.738612788;0;0;0;0;0;1;1
Gerygone sulphurea;Golden-bellied Gerygone;Passeriformes;Acanthizidae;Least Concern;1;9.5;10.4;not a migrant;1;Decreasing;1;8090000;5.5;2.449489743;2.507132682;0;0;0;0;1;0;1
Gerygone tenebrosa;Dusky Gerygone;Passeriformes;Acanthizidae;Least Concern;1;10;12.5;not a migrant;1;Stable;2;375000;5.5;2.449489743;4.949747468;0;0;0;0;0;1;1
Glareola maldivarum;Oriental Pratincole;Charadriiformes;Glareolidae;Least Concern;1;23;25;full migrant;3;Decreasing;1;25400000;7.3;2.449489743;2.160246899;1;1;1;0;1;1;1
Glareola nordmanni;Black-winged Pratincole;Charadriiformes;Glareolidae;Near Threatened;2;23;26;full migrant;3;Decreasing;1;5560000;7.3;2.449489743;2.318404624;0;1;1;0;0;0;0
Glareola nuchalis;Rock Pratincole;Charadriiformes;Glareolidae;Least Concern;1;18;19;full migrant;3;Decreasing;1;17100000;7.3;2.449489743;3.033150178;0;0;1;0;0;0;0
Glareola ocularis;Madagascar Pratincole;Charadriiformes;Glareolidae;Vulnerable;3;23;25;full migrant;3;Decreasing;1;691000;7.3;1.58113883;2.160246899;0;0;1;0;0;0;0
Glareola pratincola;Collared Pratincole;Charadriiformes;Glareolidae;Least Concern;1;22;25;full migrant;3;Decreasing;1;52700000;7.3;2.449489743;2.160246899;0;1;1;0;1;0;0
Glaucidium albertinum;Albertine Owlet;Strigiformes;Strigidae;Vulnerable;3;20;20;not a migrant;1;Decreasing;1;69700;3.8;2.449489743;7.071067812;0;0;1;0;0;0;0
Glaucidium bolivianum;Yungas Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;16;16;altitudinal migrant;2;Decreasing;1;990000;3.8;1.58113883;4.949747468;0;0;0;1;0;0;0
Glaucidium brasilianum;Ferruginous Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;38;38;not a migrant;1;Decreasing;1;25100000;3.8;1.58113883;3.033150178;0;0;0;1;0;0;0
Glaucidium brodiei;Collared Owlet;Strigiformes;Strigidae;Least Concern;1;15;17;altitudinal migrant;2;Decreasing;1;14400000;3.8;1.914854216;3.033150178;0;1;0;0;1;0;0
Glaucidium californicum;Northern Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;17;19;altitudinal migrant;2;Increasing;3;3910000;3.8;1.58113883;7.071067812;1;0;0;0;0;0;0
Glaucidium capense;African Barred Owlet;Strigiformes;Strigidae;Least Concern;1;45;45;not a migrant;1;Decreasing;1;13800000;3.8;1.58113883;3.4278273;0;0;1;0;0;0;0
Glaucidium castaneum;Chestnut Owlet;Strigiformes;Strigidae;Least Concern;1;20;21;not a migrant;1;Stable;2;109000;3.8;1.58113883;4;0;0;1;0;0;0;0
Glaucidium castanopterum;Javan Owlet;Strigiformes;Strigidae;Least Concern;1;23;25;not a migrant;1;Stable;2;71300;3.8;1.914854216;4.949747468;0;0;0;0;1;0;0
Glaucidium castanotum;Chestnut-backed Owlet;Strigiformes;Strigidae;Near Threatened;2;17;19;not a migrant;1;Decreasing;1;63500;3.8;1.914854216;4.949747468;0;0;0;0;1;0;0
Glaucidium cobanense;Guatemalan Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;16;18;altitudinal migrant;2;Decreasing;1;130000;3.8;1.58113883;7.071067812;0;0;0;1;0;0;0
Glaucidium costaricanum;Costa Rican Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;15;15;not a migrant;1;Stable;2;15200;3.8;1.58113883;3.4278273;0;0;0;1;0;0;0
Glaucidium cuculoides;Asian Barred Owlet;Strigiformes;Strigidae;Least Concern;1;22;25;altitudinal migrant;2;Increasing;3;8500000;3.8;1.914854216;3.033150178;0;1;0;0;1;0;0
Glaucidium gnoma;Mountain Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;15;17;altitudinal migrant;2;Decreasing;1;1420000;3.8;1.58113883;7.071067812;1;0;0;1;0;0;0
Glaucidium griseiceps;Central American Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;13;18;not a migrant;1;Stable;2;1730000;3.8;1.58113883;3.033150178;0;0;0;1;0;0;0
Glaucidium hardyi;Amazonian Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;14;15;not a migrant;1;Stable;2;6100000;3.8;1.58113883;7.071067812;0;0;0;1;0;0;0
Glaucidium jardinii;Andean Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;15;16;not a migrant;1;Stable;2;1530000;3.8;1.58113883;3.4278273;0;0;0;1;0;0;0
Glaucidium minutissimum;Least Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;14;15;not a migrant;1;Stable;2;1460000;3.8;1.58113883;4;0;0;0;1;0;0;0
Glaucidium mooreorum;Pernambuco Pygmy-owl;Strigiformes;Strigidae;Critically Endangered;5;13;13;not a migrant;1;Decreasing;1;100;3.8;1.58113883;7.071067812;0;0;0;1;0;0;0
Glaucidium nana;Austral Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;17;21;full migrant;3;Stable;2;1400000;3.8;1.914854216;2.318404624;0;0;0;1;0;0;0
Glaucidium nubicola;Cloudforest Pygmy-owl;Strigiformes;Strigidae;Vulnerable;3;16;16;not a migrant;1;Decreasing;1;66500;3.8;1.58113883;7.071067812;0;0;0;1;0;0;0
Glaucidium palmarum;Colima Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;13;15;not a migrant;1;Stable;2;551000;3.8;1.58113883;4;1;0;0;1;0;0;0
Glaucidium parkeri;Subtropical Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;14;14;not a migrant;1;Stable;2;635000;3.8;1.58113883;7.071067812;0;0;0;1;0;0;0
Glaucidium passerinum;Eurasian Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;15;19;not a migrant;1;Stable;2;23700000;3.8;1.58113883;3.033150178;0;1;0;0;0;0;0
Glaucidium perlatum;Pearl-spotted Owlet;Strigiformes;Strigidae;Least Concern;1;40;40;not a migrant;1;Stable;2;23300000;3.8;1.914854216;3.033150178;0;0;1;0;0;0;0
Glaucidium peruanum;Peruvian Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;15;17;not a migrant;1;Stable;2;951000;3.8;1.58113883;2.024845673;0;0;0;1;0;0;0
Glaucidium radiatum;Jungle Owlet;Strigiformes;Strigidae;Least Concern;1;20;22;not a migrant;1;Stable;2;3470000;3.8;1.914854216;3.033150178;0;0;0;0;1;0;0
Glaucidium sanchezi;Tamaulipas Pygmy-owl;Strigiformes;Strigidae;Near Threatened;2;13;16;not a migrant;1;Decreasing;1;27800;3.8;1.58113883;7.071067812;0;0;0;1;0;0;0
Glaucidium siju;Cuban Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;16;17;not a migrant;1;Stable;2;222000;3.8;1.58113883;2.507132682;0;0;0;1;0;0;0
Glaucidium sjostedti;Sjostedt's Owlet;Strigiformes;Strigidae;Least Concern;1;20;25;not a migrant;1;Decreasing;1;1900000;3.8;1.58113883;7.071067812;0;0;1;0;0;0;0
Glaucidium tephronotum;Red-chested Owlet;Strigiformes;Strigidae;Least Concern;1;17;18;not a migrant;1;Stable;2;4730000;3.8;1.58113883;3.4278273;0;0;1;0;0;0;0
Glaucidium tucumanum;Tucuman Pygmy-owl;Strigiformes;Strigidae;Least Concern;1;16;17;full migrant;3;Decreasing;1;517000;3.8;1.914854216;4;0;0;0;1;0;0;0
Glaucis dohrnii;Hook-billed Hermit;Caprimulgiformes;Trochilidae;Endangered;4;12;13;not a migrant;1;Decreasing;1;17800;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Glaucis hirsutus;Rufous-breasted Hermit;Caprimulgiformes;Trochilidae;Least Concern;1;10;12;not a migrant;1;Decreasing;1;13000000;4.2;1.914854216;2.738612788;0;0;0;1;0;0;0
Gliciphila melanops;Tawny-crowned Honeyeater;Passeriformes;Meliphagidae;Least Concern;1;14;18;not a migrant;1;Decreasing;1;4440000;6.2;1.914854216;3.4278273;0;0;0;0;0;1;1
Glossopsitta concinna;Musk Lorikeet;Psittaciformes;Psittacidae;Least Concern;1;22;22;nomadic;4;Stable;2;1690000;3.7;0.632455532;3.4278273;0;0;0;0;0;1;1
Glossopsitta porphyrocephala;Purple-crowned Lorikeet;Psittaciformes;Psittacidae;Least Concern;1;15;15;nomadic;4;Decreasing;1;2030000;3.5;1.154700538;4;0;0;0;0;0;1;1
Glossopsitta pusilla;Little Lorikeet;Psittaciformes;Psittacidae;Least Concern;1;15;15;nomadic;4;Stable;2;2460000;3.7;1.154700538;4;0;0;0;0;0;1;1
Glycichaera fallax;Green-backed Honeyeater;Passeriformes;Meliphagidae;Least Concern;1;11;12.5;not a migrant;1;Decreasing;1;1740000;5.8;1.341640786;4;0;0;0;0;0;1;1
Gnorimopsar chopi;Chopi Blackbird;Passeriformes;Icteridae;Least Concern;1;23;23;not a migrant;1;Stable;2;8400000;4.6;0.866025404;2.507132682;0;0;0;1;0;0;0
Goldmania violiceps;Violet-capped Hummingbird;Caprimulgiformes;Trochilidae;Near Threatened;2;8.5;9.5;not a migrant;1;Decreasing;1;14600;4.2;3.605551275;7.071067812;0;0;0;1;0;0;0
Gorsachius goisagi;Japanese Night-heron;Pelecaniformes;Ardeidae;Endangered;4;49;49;full migrant;3;Decreasing;1;631000;6.7;1.58113883;2.738612788;0;1;0;0;1;0;0
Gorsachius magnificus;White-eared Night-heron;Pelecaniformes;Ardeidae;Endangered;4;54;56;full migrant;3;Decreasing;1;2180000;6.7;1.58113883;4.949747468;0;1;0;0;1;0;0
Goura cristata;Western Crowned-pigeon;Columbiformes;Columbidae;Vulnerable;3;66;75;not a migrant;1;Decreasing;1;216000;6.6;1.58113883;4;0;0;0;0;0;0;1
Goura scheepmakeri;Scheepmaker's Crowned-pigeon;Columbiformes;Columbidae;Vulnerable;3;71;79;not a migrant;1;Decreasing;1;51100;6.6;1.58113883;4.949747468;0;0;0;0;0;1;0
Goura sclaterii;Sclater's Crowned-pigeon;Columbiformes;Columbidae;Near Threatened;2;66;73;not a migrant;1;Decreasing;1;257000;6.6;1.154700538;4.949747468;0;0;0;0;0;1;0
Goura victoria;Victoria Crowned-pigeon;Columbiformes;Columbidae;Near Threatened;2;66;74;not a migrant;1;Decreasing;1;477000;6.6;1.58113883;4.949747468;0;0;0;0;0;1;1
Gracula indica;Southern Hill Myna;Passeriformes;Sturnidae;Least Concern;1;23;25;not a migrant;1;Decreasing;1;285000;4.1;1.58113883;3.4278273;0;0;0;0;1;0;0
Gracula ptilogenys;Sri Lanka Hill Myna;Passeriformes;Sturnidae;Near Threatened;2;25;25;not a migrant;1;Decreasing;1;18700;4.1;1.58113883;3.4278273;0;0;0;0;1;0;0
Gracula religiosa;Common Hill Myna;Passeriformes;Sturnidae;Least Concern;1;30;30;not a migrant;1;Decreasing;1;12500000;4.1;1;3.4278273;0;0;0;0;1;0;0
Gracupica contra;Asian Pied Starling;Passeriformes;Sturnidae;Least Concern;1;22;23;not a migrant;1;Increasing;3;5520000;4.4;0.866025404;3.033150178;0;1;0;0;1;0;0
Gracupica nigricollis;Black-collared Starling;Passeriformes;Sturnidae;Least Concern;1;28;28;not a migrant;1;Increasing;3;4040000;4.4;1.58113883;3.4278273;0;1;0;0;1;0;0
Grafisia torquata;White-collared Starling;Passeriformes;Sturnidae;Least Concern;1;21;21;not a migrant;1;Decreasing;1;1190000;4.1;1.914854216;4.949747468;0;0;1;0;0;0;0
Grallaria albigula;White-throated Antpitta;Passeriformes;Grallariidae;Least Concern;1;18.5;18.5;not a migrant;1;Stable;2;301000;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria alleni;Moustached Antpitta;Passeriformes;Grallariidae;Vulnerable;3;16.5;16.5;not a migrant;1;Decreasing;1;8000;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria andicolus;Stripe-headed Antpitta;Passeriformes;Grallariidae;Least Concern;1;16;16.5;not a migrant;1;Decreasing;1;371000;3.5;2.449489743;4.949747468;0;0;0;1;0;0;0
Grallaria capitalis;Bay Antpitta;Passeriformes;Grallariidae;Least Concern;1;17;17;not a migrant;1;Stable;2;37800;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria carrikeri;Pale-billed Antpitta;Passeriformes;Grallariidae;Near Threatened;2;19;19;not a migrant;1;Decreasing;1;7200;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria erythroleuca;Red-and-white Antpitta;Passeriformes;Grallariidae;Least Concern;1;17.5;17.5;not a migrant;1;Stable;2;54000;3.5;1.58113883;7.071067812;0;0;0;1;0;0;0
Grallaria erythrotis;Rufous-faced Antpitta;Passeriformes;Grallariidae;Least Concern;1;18.5;18.5;not a migrant;1;Stable;2;72300;3.5;1.58113883;4;0;0;0;1;0;0;0
Grallaria fenwickorum;Urrao Antpitta;Passeriformes;Grallariidae;Critically Endangered;5;16;17;not a migrant;1;Decreasing;1;90;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria gigantea;Giant Antpitta;Passeriformes;Grallariidae;Vulnerable;3;24;24;not a migrant;1;Decreasing;1;50100;3.5;2.449489743;4.949747468;0;0;0;1;0;0;0
Grallaria guatimalensis;Scaled Antpitta;Passeriformes;Grallariidae;Least Concern;1;16;18;not a migrant;1;Decreasing;1;9920000;3.5;2.449489743;4;0;0;0;1;0;0;0
Grallaria haplonota;Plain-backed Antpitta;Passeriformes;Grallariidae;Least Concern;1;16.5;17;not a migrant;1;Stable;2;2320000;3.5;2.449489743;4.949747468;0;0;0;1;0;0;0
Grallaria hypoleuca;White-bellied Antpitta;Passeriformes;Grallariidae;Least Concern;1;17;17;not a migrant;1;Stable;2;330000;3.5;2.449489743;4.949747468;0;0;0;1;0;0;0
Grallaria kaestneri;Cundinamarca Antpitta;Passeriformes;Grallariidae;Endangered;4;15.5;15.5;not a migrant;1;Decreasing;1;1700;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria nuchalis;Chestnut-naped Antpitta;Passeriformes;Grallariidae;Least Concern;1;19.5;20;not a migrant;1;Stable;2;292000;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria przewalskii;Rusty-tinged Antpitta;Passeriformes;Grallariidae;Vulnerable;3;17;17;not a migrant;1;Stable;2;37300;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria quitensis;Western Tawny Antpitta;Passeriformes;Grallariidae;Least Concern;1;16;18;not a migrant;1;Stable;2;139000;3.5;2.449489743;2.738612788;0;0;0;0;1;0;0
Grallaria ridgelyi;Jocotoco Antpitta;Passeriformes;Grallariidae;Endangered;4;20;22;not a migrant;1;Decreasing;1;1300;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria ruficapilla;Chestnut-crowned Antpitta;Passeriformes;Grallariidae;Least Concern;1;18.5;19;not a migrant;1;Increasing;3;1210000;3.5;2.449489743;4;0;0;0;1;0;0;0
Grallaria rufocinerea;Bicolored Antpitta;Passeriformes;Grallariidae;Vulnerable;3;15.5;16;not a migrant;1;Decreasing;1;60600;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallaria rufula;Rufous Antpitta;Passeriformes;Grallariidae;Least Concern;1;14.5;15;not a migrant;1;Stable;2;2450000;3.5;2.449489743;3.4278273;0;0;0;0;1;0;0
Grallaria saltuensis;Perija Antpitta;Passeriformes;Grallariidae;Endangered;4;14.5;15;not a migrant;1;Decreasing;1;2900;3.5;2.449489743;3.4278273;0;0;0;0;1;0;0
Grallaria squamigera;Undulated Antpitta;Passeriformes;Grallariidae;Least Concern;1;20;23;not a migrant;1;Stable;2;2960000;3.5;2.449489743;3.4278273;0;0;0;1;0;0;0
Grallaria varia;Variegated Antpitta;Passeriformes;Grallariidae;Least Concern;1;18;20.5;not a migrant;1;Decreasing;1;9780000;3.5;2.449489743;4.949747468;0;0;0;1;0;0;0
Grallaria watkinsi;Watkins's Antpitta;Passeriformes;Grallariidae;Near Threatened;2;18;18;not a migrant;1;Stable;2;44500;3.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Grallina cyanoleuca;Magpie-lark;Passeriformes;Monarchidae;Least Concern;1;25;30;full migrant;3;Increasing;3;10900000;4.2;1.341640786;2.318404624;0;0;0;0;0;1;1
Graminicola bengalensis;Indian Grass-babbler;Passeriformes; Pellorneidae;Near Threatened;2;16;18;not a migrant;1;Decreasing;1;467000;3.6;2.449489743;3.4278273;0;0;0;0;1;0;0
Grammatoptila striata;Striated Laughingthrush;Passeriformes;Leiotrichidae;Least Concern;1;29.5;34;not a migrant;1;Decreasing;1;798000;4.7;1.154700538;4;0;1;0;0;1;0;0
Granatellus pelzelni;Rose-breasted Chat;Passeriformes; Cardinalidae;Least Concern;1;12;12.5;not a migrant;1;Stable;2;4280000;3.9;2.449489743;4;0;0;0;1;0;0;0
Granatellus sallaei;Grey-throated Chat;Passeriformes; Cardinalidae;Least Concern;1;13;13;not a migrant;1;Decreasing;1;446000;3.9;2.449489743;3.033150178;0;0;0;1;0;0;0
Granatellus venustus;Red-breasted Chat;Passeriformes; Cardinalidae;Least Concern;1;15;15;not a migrant;1;Stable;2;622000;3.9;2.449489743;7.071067812;0;0;0;1;0;0;0
Grandala coelicolor;Grandala;Passeriformes;Turdidae;Least Concern;1;19;23;not a migrant;1;Stable;2;3000000;3.8;1.58113883;3.4278273;0;1;0;0;1;0;0
Grantiella picta;Painted Honeyeater;Passeriformes;Meliphagidae;Vulnerable;3;14;15;full migrant;3;Decreasing;1;1440000;5.8;1.154700538;4;0;0;0;0;0;1;1
Graueria vittata;Grauer's Warbler;Passeriformes;Macrosphenidae;Least Concern;1;14;14;not a migrant;1;Stable;2;78600;3.6;2.449489743;7.071067812;0;0;1;0;0;0;0
Graydidascalus brachyurus;Short-tailed Parrot;Psittaciformes;Psittacidae;Least Concern;1;24;24;not a migrant;1;Decreasing;1;3870000;5.1;1.154700538;3.4278273;0;0;0;1;0;0;0
Griseotyrannus aurantioatrocristatus;Crowned Slaty Flycatcher;Passeriformes;Tyrannidae;Least Concern;1;17.5;18;full migrant;3;Stable;2;7420000;3.6;2.449489743;3.033150178;0;0;0;1;0;0;0
Grus americana;Whooping Crane;Gruiformes;Gruidae;Endangered;4;130;160;full migrant;3;Increasing;3;274000;13.1;1.154700538;3.4278273;1;0;0;0;0;0;0
Grus grus;Common Crane;Gruiformes;Gruidae;Least Concern;1;95;120;full migrant;3;Increasing;3;25600000;13.4;0.866025404;2.024845673;1;1;1;0;1;0;0
Grus japonensis;Red-crowned Crane;Gruiformes;Gruidae;Endangered;4;138;152;full migrant;3;Decreasing;1;2080000;12.3;0.632455532;2.318404624;0;1;0;0;0;0;0
Grus monacha;Hooded Crane;Gruiformes;Gruidae;Vulnerable;3;91;100;full migrant;3;Increasing;3;2610000;12;1.58113883;3.4278273;0;1;0;0;0;0;0
Grus nigricollis;Black-necked Crane;Gruiformes;Gruidae;Vulnerable;3;115;115;altitudinal migrant;2;Decreasing;1;1790000;13;0.866025404;3.033150178;0;1;0;0;1;0;0
Guadalcanaria inexpectata;Guadalcanal Honeyeater;Passeriformes;Meliphagidae;Least Concern;1;18;20;not a migrant;1;Decreasing;1;1400;5.8;1.58113883;7.071067812;0;0;0;0;0;1;1
Guaruba guarouba;Golden Parakeet;Psittaciformes;Psittacidae;Vulnerable;3;34;36;nomadic;4;Decreasing;1;516000;7.4;1.58113883;4;0;0;0;1;0;0;0
Gubernatrix cristata;Yellow Cardinal;Passeriformes;Thraupidae;Endangered;4;20;20;not a migrant;1;Decreasing;1;1820000;3.8;1.58113883;3.033150178;0;0;0;1;0;0;0
Gubernetes yetapa;Streamer-tailed Tyrant;Passeriformes;Tyrannidae;Least Concern;1;35;38;not a migrant;1;Stable;2;3540000;3.6;2.449489743;3.033150178;0;0;0;1;0;0;0
Guttera edouardi;Southern Crested Guineafowl;Galliformes;Numididae;Least Concern;1;46;56;not a migrant;1;Stable;2;2790000;3.9;0.866025404;3.4278273;0;0;1;0;0;0;0
Guttera plumifera;Plumed Guineafowl;Galliformes;Numididae;Least Concern;1;45;51;not a migrant;1;Decreasing;1;2610000;3.9;0.866025404;4.949747468;0;0;1;0;0;0;0
Guttera pucherani;Eastern Crested Guineafowl;Galliformes;Numididae;Least Concern;1;46;56;not a migrant;1;Stable;2;874000;3.9;0.866025404;3.4278273;0;0;1;0;0;0;0
Guttera verreauxi;Western Crested Guineafowl;Galliformes;Numididae;Least Concern;1;46;56;not a migrant;1;Stable;2;8560000;3.9;0.866025404;3.4278273;0;0;1;0;0;0;0
Gygis alba;Common White Tern;Charadriiformes;Laridae;Least Concern;1;25;30;not a migrant;1;Stable;2;137000000;15.3;1.58113883;1.625686668;1;1;1;1;1;1;1
Gygis microrhyncha;Little White Tern;Charadriiformes;Laridae;Least Concern;1;23;23;not a migrant;1;Stable;2;2850000;15.3;1.58113883;1.414213562;0;0;0;0;0;1;1
Gymnobucco bonapartei;Grey-throated Barbet;Piciformes;Lybiidae;Least Concern;1;16.5;17.5;not a migrant;1;Decreasing;1;1950000;8.5;1.58113883;3.033150178;0;0;1;0;0;0;0
Gymnobucco calvus;Naked-faced Barbet;Piciformes;Lybiidae;Least Concern;1;17;18;not a migrant;1;Decreasing;1;3430000;8.5;1.154700538;3.033150178;0;0;1;0;0;0;0
Gymnobucco cinereiceps;Grey-headed Barbet;Piciformes;Lybiidae;Least Concern;1;16.5;19;not a migrant;1;Decreasing;1;1710000;8.5;1.58113883;3.033150178;0;0;1;0;0;0;0
Gymnobucco sladeni;Sladen's Barbet;Piciformes;Lybiidae;Least Concern;1;17;17;not a migrant;1;Decreasing;1;1590000;8.5;1.58113883;7.071067812;0;0;1;0;0;0;0
Gymnocichla nudiceps;Bare-crowned Antbird;Passeriformes;Thamnophilidae;Least Concern;1;15;16;not a migrant;1;Decreasing;1;1450000;4.8;1.58113883;2.738612788;0;0;0;1;0;0;0
Gymnocrex rosenbergii;Blue-faced Rail;Gruiformes;Rallidae;Vulnerable;3;30;30;not a migrant;1;Decreasing;1;170000;3.7;2.449489743;4;0;0;0;0;0;0;1
Gymnoderus foetidus;Bare-necked Fruitcrow;Passeriformes;Cotingidae;Least Concern;1;34;38;not a migrant;1;Decreasing;1;7480000;4.6;1.914854216;3.4278273;0;0;0;1;0;0;0
Gymnogyps californianus;California Condor;Cathartiformes;Cathartidae;Critically Endangered;5;109;134;not a migrant;1;Increasing;3;405000;20.3;3.605551275;4;1;0;0;0;0;0;0
Gymnomystax mexicanus;Oriole Blackbird;Passeriformes;Icteridae;Least Concern;1;30.5;30.5;not a migrant;1;Stable;2;5490000;4.6;0.866025404;3.033150178;0;0;0;1;0;0;0
Gymnomyza aubryana;Crow Honeyeater;Passeriformes;Meliphagidae;Critically Endangered;5;35;42.5;not a migrant;1;Decreasing;1;9900;5.8;1.58113883;4.949747468;0;0;0;0;0;1;1
Gymnomyza brunneirostris;Giant Honeyeater;Passeriformes;Meliphagidae;Least Concern;1;25;31;not a migrant;1;Decreasing;1;11800;5.8;1;4.949747468;0;0;0;0;0;1;0
Gymnomyza samoensis;Mao;Passeriformes;Meliphagidae;Endangered;4;28;31;not a migrant;1;Decreasing;1;3200;5.8;1.154700538;4;0;0;0;0;0;1;1
Gymnomyza viridis;Yellow-billed Honeyeater;Passeriformes;Meliphagidae;Least Concern;1;25;31;not a migrant;1;Decreasing;1;12100;5.8;1;4.949747468;0;0;0;0;0;1;0
