Species;Common name;Order;Family;Status;Status_code;Sizemin;Sizemax;Migratory status;migrant_code;Population trend;Trend_code;Extent of occurrence (km2);Generation length (yrs);SSI_Diet;SSI_Habitat;Neartic;Paleartic;Afrotropical;Neotropical;Indomalayan;Australasian;Oceanic
Gymnophaps albertisii;Papuan Mountain-pigeon;Columbiformes;Columbidae;Least Concern;1;33;36;nomadic;4;Stable;2;1620000;6.6;2.449489743;4.949747468;0;0;0;0;0;1;1
Gymnophaps mada;Buru Mountain-pigeon;Columbiformes;Columbidae;Least Concern;1;33;38.5;not a migrant;1;Stable;2;7800;6.6;2.449489743;4.949747468;0;0;1;0;0;0;0
Gymnophaps solomonensis;Pale Mountain-pigeon;Columbiformes;Columbidae;Least Concern;1;38;38;not a migrant;1;Stable;2;101000;6.6;2.449489743;4.949747468;0;0;0;0;0;1;1
Gymnophaps stalkeri;Seram Mountain-pigeon;Columbiformes;Columbidae;Least Concern;1;33;38.5;not a migrant;1;Stable;2;29800;6.6;2.449489743;4.949747468;0;0;1;0;0;0;0
Gymnopithys bicolor;Bicolored Antbird;Passeriformes;Thamnophilidae;Least Concern;1;13.5;14.5;not a migrant;1;Decreasing;1;1630000;4.9;1.58113883;4.949747468;0;0;1;0;0;0;0
Gymnopithys leucaspis;White-cheeked Antbird;Passeriformes;Thamnophilidae;Least Concern;1;13.5;14.5;not a migrant;1;Decreasing;1;1540000;4.9;1.58113883;4.949747468;0;0;0;1;0;0;0
Gymnopithys rufigula;Rufous-throated Antbird;Passeriformes;Thamnophilidae;Least Concern;1;11.5;12.5;not a migrant;1;Stable;2;1860000;4.7;1.58113883;7.071067812;0;0;0;1;0;0;0
Gymnorhina tibicen;Australian Magpie;Passeriformes;Artamidae;Least Concern;1;37;43;not a migrant;1;Increasing;3;10500000;12.7;1.154700538;2.318404624;0;0;0;0;0;1;1
Gymnorhinus cyanocephalus;Pinyon Jay;Passeriformes;Corvidae;Vulnerable;3;26;29;not a migrant;1;Decreasing;1;2280000;6.2;1.341640786;3.4278273;1;0;0;0;0;0;0
Gypaetus barbatus;Bearded Vulture;Accipitriformes;Accipitridae;Near Threatened;2;94;125;not a migrant;1;Decreasing;1;61700000;17.8;3.605551275;3.033150178;0;1;1;0;1;0;0
Gypohierax angolensis;Palm-nut Vulture;Accipitriformes;Accipitridae;Least Concern;1;57;65;not a migrant;1;Stable;2;18000000;17.3;0.866025404;2.738612788;0;0;1;0;0;0;0
Gyps africanus;White-backed Vulture;Accipitriformes;Accipitridae;Critically Endangered;5;94;94;not a migrant;1;Decreasing;1;23400000;18.3;3.605551275;2.738612788;0;0;1;0;0;0;0
Gyps bengalensis;White-rumped Vulture;Accipitriformes;Accipitridae;Critically Endangered;5;76;93;not a migrant;1;Decreasing;1;7370000;16;3.605551275;2.738612788;0;1;0;0;1;0;0
Gyps coprotheres;Cape Vulture;Accipitriformes;Accipitridae;Endangered;4;95;110;full migrant;3;Decreasing;1;1230000;16;3.605551275;2.318404624;0;0;1;0;0;0;0
Gyps fulvus;Griffon Vulture;Accipitriformes;Accipitridae;Least Concern;1;93;110;full migrant;3;Increasing;3;20400000;17.8;3.605551275;4;0;1;1;0;1;0;0
Gyps himalayensis;Himalayan Griffon;Accipitriformes;Accipitridae;Near Threatened;2;103;110;full migrant;3;Stable;2;6220000;18.3;3.605551275;4.949747468;0;1;0;0;1;0;0
Gyps indicus;Indian Vulture;Accipitriformes;Accipitridae;Critically Endangered;5;83;91;not a migrant;1;Decreasing;1;2150000;18.3;3.605551275;3.033150178;0;0;0;0;1;0;0
Gyps rueppelli;Rüppell's Vulture;Accipitriformes;Accipitridae;Critically Endangered;5;101;101;not a migrant;1;Decreasing;1;14200000;18.8;3.605551275;3.033150178;0;0;1;0;0;0;0
Gyps tenuirostris;Slender-billed Vulture;Accipitriformes;Accipitridae;Critically Endangered;5;77;103;not a migrant;1;Decreasing;1;2330000;16;3.605551275;3.033150178;0;0;0;0;1;0;0
Habia atrimaxillaris;Black-cheeked Ant-tanager;Passeriformes;Cardinalidae;Endangered;4;19;19;not a migrant;1;Decreasing;1;1700;4.2;1.58113883;4.949747468;0;0;0;1;0;0;0
Habia carmioli;Carmiol's Tanager;Passeriformes;Cardinalidae;Least Concern;1;16;16;not a migrant;1;Decreasing;1;321000;3.7;1.58113883;4.949747468;0;0;0;1;0;0;0
Habia cristata;Crested Ant-tanager;Passeriformes;Cardinalidae;Least Concern;1;19;19;not a migrant;1;Decreasing;1;25100;4.2;1.154700538;4.949747468;0;0;0;1;0;0;0
Habia frenata;Yellow-lored Tanager;Passeriformes;Cardinalidae;Least Concern;1;16;16;not a migrant;1;Decreasing;1;1170000;3.7;1.58113883;4.949747468;0;0;0;1;0;0;0
Habia fuscicauda;Red-throated Ant-tanager;Passeriformes;Cardinalidae;Least Concern;1;18;20;not a migrant;1;Stable;2;2070000;4.2;1.58113883;3.4278273;1;0;0;1;0;0;0
Habia gutturalis;Sooty Ant-tanager;Passeriformes;Cardinalidae;Near Threatened;2;20;20;not a migrant;1;Decreasing;1;117000;4.2;1.58113883;4.949747468;0;0;0;1;0;0;0
Habia olivacea;Lemon-spectacled Tanager;Passeriformes;Cardinalidae;Least Concern;1;17;17;not a migrant;1;Decreasing;1;220000;3.7;1.58113883;4.949747468;0;0;0;1;0;0;0
Habia rubica;Red-crowned Ant-tanager;Passeriformes;Cardinalidae;Least Concern;1;17;19;not a migrant;1;Decreasing;1;19000000;4.2;1.914854216;7.071067812;1;0;0;1;0;0;0
Habia stolzmanni;Ochre-breasted Tanager;Passeriformes;Cardinalidae;Least Concern;1;17;17;not a migrant;1;Stable;2;95800;3.7;1.154700538;4.949747468;0;0;0;1;0;0;0
Habroptila wallacii;Drummer Rail;Gruiformes;Rallidae;Vulnerable;3;35;35;not a migrant;1;Decreasing;1;40300;3.7;2.449489743;4.949747468;0;0;0;0;0;0;1
Haematoderus militaris;Crimson Fruitcrow;Passeriformes;Cotingidae;Least Concern;1;33;35;not a migrant;1;Decreasing;1;3050000;4.6;1.58113883;7.071067812;0;0;0;1;0;0;0
Haematopus chathamensis;Chatham Oystercatcher;Charadriiformes;Haematopodidae;Endangered;4;47;49;not a migrant;1;Decreasing;1;2800;13.7;2.449489743;3.4278273;0;0;0;0;0;1;1
Haematopus fuliginosus;Sooty Oystercatcher;Charadriiformes;Haematopodidae;Least Concern;1;46;49;not a migrant;1;Stable;2;10200000;13.7;1.914854216;2.738612788;0;0;0;0;0;1;1
Haematopus leucopodus;Magellanic Oystercatcher;Charadriiformes;Haematopodidae;Least Concern;1;42;46;full migrant;3;Stable;2;1190000;13.7;2.449489743;3.033150178;0;0;0;1;0;0;0
Haematopus moquini;African Oystercatcher;Charadriiformes;Haematopodidae;Least Concern;1;42;45;not a migrant;1;Increasing;3;1690000;13.7;2.449489743;3.033150178;0;0;1;0;0;0;0
Haematopus ostralegus;Eurasian Oystercatcher;Charadriiformes;Haematopodidae;Near Threatened;2;46;46;full migrant;3;Decreasing;1;124000000;13.7;1.58113883;1.906925178;1;1;1;0;1;0;0
Haematopus palliatus;American Oystercatcher;Charadriiformes;Haematopodidae;Least Concern;1;40;44;full migrant;3;Stable;2;44300000;13.7;2.449489743;3.033150178;1;0;0;1;0;0;0
Haematopus unicolor;Variable Oystercatcher;Charadriiformes;Haematopodidae;Least Concern;1;47;49;not a migrant;1;Increasing;3;670000;13.7;2.449489743;3.4278273;0;0;0;0;0;1;0
Haematortyx sanguiniceps;Crimson-headed Partridge;Galliformes;Phasianidae;Least Concern;1;25;25;not a migrant;1;Decreasing;1;176000;5;1.58113883;4.949747468;0;0;0;0;1;0;0
Haemorhous cassinii;Cassin's Finch;Passeriformes;Fringillidae;Near Threatened;2;14.5;16.5;full migrant;3;Decreasing;1;2730000;4;1.154700538;4.949747468;1;0;0;1;0;0;0
Haemorhous mexicanus;House Finch;Passeriformes;Fringillidae;Least Concern;1;12.5;15;not a migrant;1;Increasing;3;13100000;4.1;0.866025404;2.507132682;1;0;0;1;0;0;0
Haemorhous purpureus;Purple Finch;Passeriformes;Fringillidae;Least Concern;1;13.5;14.5;full migrant;3;Decreasing;1;12300000;4.1;0.632455532;2.507132682;1;0;0;0;0;0;0
Hafferia fortis;Sooty Antbird;Passeriformes;Thamnophilidae;Least Concern;1;17;17;not a migrant;1;Decreasing;1;2240000;4.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Hafferia immaculata;Blue-lored Antbird;Passeriformes;Thamnophilidae;Least Concern;1;18;18;not a migrant;1;Decreasing;1;279000;4.8;1.58113883;4;0;0;0;1;0;0;0
Hafferia zeledoni;Zeledon’s Antbird;Passeriformes;Thamnophilidae;Least Concern;1;17;19;not a migrant;1;Decreasing;1;876000;4.8;1.58113883;4;0;0;0;1;0;0;0
Halcyon albiventris;Brown-hooded Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;22;22;not a migrant;1;Stable;2;10200000;3.8;3.605551275;1.906925178;0;0;1;0;0;0;0
Halcyon badia;Chocolate-backed Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;21;21;not a migrant;1;Decreasing;1;5350000;3.8;3.605551275;4;0;0;1;0;0;0;0
Halcyon chelicuti;Striped Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;17;17;not a migrant;1;Stable;2;22400000;3.8;3.605551275;2.738612788;0;0;1;0;0;0;0
Halcyon coromanda;Ruddy Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;25;27;full migrant;3;Decreasing;1;22100000;3.8;1.58113883;2.507132682;0;1;0;0;1;0;1
Halcyon cyanoventris;Javan Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;27;27;not a migrant;1;Decreasing;1;188000;3.8;1.58113883;2.160246899;0;0;0;0;1;0;0
Halcyon leucocephala;Grey-headed Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;22;22;full migrant;3;Stable;2;26400000;3.8;1.58113883;2.318404624;0;1;1;0;0;0;0
Halcyon malimbica;Blue-breasted Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;25;25;not a migrant;1;Decreasing;1;9030000;3.8;1.58113883;1.906925178;0;0;1;0;0;0;0
Halcyon pileata;Black-capped Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;28;31.5;full migrant;3;Decreasing;1;5160000;3.8;1.58113883;1.625686668;0;1;0;0;1;0;0
Halcyon senegalensis;Woodland Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;23;23;full migrant;3;Stable;2;20100000;3.8;1.58113883;2.318404624;0;0;1;0;0;0;0
Halcyon senegaloides;Mangrove Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;22;22;full migrant;3;Decreasing;1;1760000;3.8;1.58113883;2.024845673;0;0;1;0;0;0;0
Halcyon smyrnensis;White-breasted Kingfisher;Coraciiformes;Alcedinidae;Least Concern;1;26.5;29.5;not a migrant;1;Increasing;3;24700000;3.8;1.58113883;1.414213562;0;1;1;0;1;0;0
Haliaeetus albicilla;White-tailed Sea-eagle;Accipitriformes;Accipitridae;Least Concern;1;74;92;full migrant;3;Increasing;3;43200000;17.5;1.914854216;1.195228609;1;1;0;0;1;0;0
Haliaeetus leucocephalus;Bald Eagle;Accipitriformes;Accipitridae;Least Concern;1;70;96;full migrant;3;Increasing;3;28400000;17.2;1.914854216;1.709700829;1;0;0;0;0;0;0
Haliaeetus leucogaster;White-bellied Sea-eagle;Accipitriformes;Accipitridae;Least Concern;1;75;85;not a migrant;1;Decreasing;1;40000000;14.7;3.605551275;2.507132682;0;1;0;0;1;1;1
Haliaeetus leucoryphus;Pallas's Fish-eagle;Accipitriformes;Accipitridae;Endangered;4;72;84;full migrant;3;Decreasing;1;18600000;17.2;1.914854216;4;0;1;0;0;1;0;0
Haliaeetus pelagicus;Steller's Sea-eagle;Accipitriformes;Accipitridae;Vulnerable;3;85;105;full migrant;3;Decreasing;1;2940000;17.2;1.914854216;2.024845673;0;1;0;0;0;0;0
Haliaeetus sanfordi;Sanford's Sea-eagle;Accipitriformes;Accipitridae;Vulnerable;3;70;90;not a migrant;1;Decreasing;1;172000;17.1;1.914854216;2.507132682;0;0;0;0;0;1;1
Haliaeetus vocifer;African Fish-eagle;Accipitriformes;Accipitridae;Least Concern;1;63;75;not a migrant;1;Stable;2;25200000;16.7;1.914854216;1.549193338;0;0;1;0;0;0;0
Haliaeetus vociferoides;Madagascar Fish-eagle;Accipitriformes;Accipitridae;Critically Endangered;5;60;66;not a migrant;1;Decreasing;1;258000;17.1;1.914854216;2.318404624;0;0;1;0;0;0;0
Haliastur indus;Brahminy Kite;Accipitriformes;Accipitridae;Least Concern;1;44;52;not a migrant;1;Decreasing;1;45300000;11.5;1.154700538;1.906925178;0;1;0;0;1;1;1
Haliastur sphenurus;Whistling Kite;Accipitriformes;Accipitridae;Least Concern;1;51;59;full migrant;3;Decreasing;1;14500000;11.5;1.154700538;2.507132682;0;0;0;0;0;1;1
Halobaena caerulea;Blue Petrel;Procellariiformes;Procellariidae;Least Concern;1;26;32;full migrant;3;Stable;2;96500000;11.7;1.58113883;1.906925178;0;0;1;1;0;1;1
Hamirostra melanosternon;Black-breasted Buzzard;Accipitriformes;Accipitridae;Least Concern;1;51;61;full migrant;3;Decreasing;1;8350000;7.6;1.154700538;3.033150178;0;0;0;0;0;1;1
Hapalopsittaca amazonina;Rusty-faced Parrot;Psittaciformes;Psittacidae;Vulnerable;3;23;23;not a migrant;1;Decreasing;1;234000;6.9;1.58113883;4.949747468;0;0;0;1;0;0;0
Hapalopsittaca fuertesi;Indigo-winged Parrot;Psittaciformes;Psittacidae;Critically Endangered;5;23;24;altitudinal migrant;2;Decreasing;1;150;6.9;3.605551275;7.071067812;0;0;0;1;0;0;0
Hapalopsittaca melanotis;Black-winged Parrot;Psittaciformes;Psittacidae;Least Concern;1;24;24;not a migrant;1;Stable;2;258000;6.9;3.605551275;7.071067812;0;0;0;1;0;0;0
Hapalopsittaca pyrrhops;Red-faced Parrot;Psittaciformes;Psittacidae;Vulnerable;3;22;22;altitudinal migrant;2;Decreasing;1;33800;6.9;1.154700538;7.071067812;0;0;0;1;0;0;0
Hapaloptila castanea;White-faced Nunbird;Piciformes;Bucconidae;Least Concern;1;23;25;not a migrant;1;Stable;2;457000;6.3;1.154700538;4;0;0;0;1;0;0;0
Haplophaedia assimilis;Buff-thighed Puffleg;Caprimulgiformes;Trochilidae;Least Concern;1;9;10;not a migrant;1;Decreasing;1;266000;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Haplophaedia aureliae;Greenish Puffleg;Caprimulgiformes;Trochilidae;Least Concern;1;9;11.6;altitudinal migrant;2;Stable;2;435000;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Haplophaedia lugens;Hoary Puffleg;Caprimulgiformes;Trochilidae;Near Threatened;2;9;10;not a migrant;1;Decreasing;1;5400;4.2;1.914854216;4;0;0;0;1;0;0;0
Haplospiza unicolor;Uniform Finch;Passeriformes;Thraupidae;Least Concern;1;12.5;12.5;not a migrant;1;Decreasing;1;1160000;3.8;1.914854216;4.949747468;0;0;0;1;0;0;0
Harpactes ardens;Philippine Trogon;Trogoniformes;Trogonidae;Least Concern;1;29;30;not a migrant;1;Decreasing;1;655000;7.3;2.449489743;4;0;0;0;0;1;0;0
Harpactes diardii;Diard's Trogon;Trogoniformes;Trogonidae;Near Threatened;2;34;34;not a migrant;1;Decreasing;1;3250000;7.3;1.58113883;3.033150178;0;0;0;0;1;0;0
Harpactes duvaucelii;Scarlet-rumped Trogon;Trogoniformes;Trogonidae;Near Threatened;2;23;24;not a migrant;1;Decreasing;1;3830000;7.3;2.449489743;2.738612788;0;0;0;0;1;0;0
Harpactes erythrocephalus;Red-headed Trogon;Trogoniformes;Trogonidae;Least Concern;1;31;35;not a migrant;1;Decreasing;1;8990000;7.3;1.154700538;4.949747468;0;1;0;0;1;0;0
Harpactes fasciatus;Malabar Trogon;Trogoniformes;Trogonidae;Least Concern;1;29;30;not a migrant;1;Stable;2;1880000;7.3;1.154700538;3.4278273;0;0;0;0;1;0;0
Harpactes kasumba;Red-naped Trogon;Trogoniformes;Trogonidae;Near Threatened;2;32;34;not a migrant;1;Decreasing;1;2950000;7.3;2.449489743;3.033150178;0;0;0;0;1;0;0
Harpactes oreskios;Orange-breasted Trogon;Trogoniformes;Trogonidae;Least Concern;1;25;31;not a migrant;1;Stable;2;5850000;7.3;0.866025404;3.033150178;0;1;0;0;1;0;0
Harpactes orrhophaeus;Cinnamon-rumped Trogon;Trogoniformes;Trogonidae;Near Threatened;2;25;25;not a migrant;1;Decreasing;1;2770000;7.3;2.449489743;3.4278273;0;0;0;0;1;0;0
Harpactes wardi;Ward’s Trogon;Trogoniformes;Trogonidae;Near Threatened;2;35;38;altitudinal migrant;2;Decreasing;1;491000;7.3;1.154700538;4;0;1;0;0;1;0;0
Harpactes whiteheadi;Whitehead's Trogon;Trogoniformes;Trogonidae;Near Threatened;2;29;31;not a migrant;1;Decreasing;1;57900;7.3;2.449489743;4.949747468;0;0;0;0;1;0;0
Harpagus bidentatus;Double-toothed Kite;Accipitriformes;Accipitridae;Least Concern;1;29;35;not a migrant;1;Decreasing;1;17600000;6.6;1.58113883;4;0;0;0;1;0;0;0
Harpagus diodon;Rufous-thighed Kite;Accipitriformes;Accipitridae;Least Concern;1;29;35;full migrant;3;Decreasing;1;7770000;6.6;1.58113883;4;0;0;0;1;0;0;0
Harpia harpyja;Harpy Eagle;Accipitriformes;Accipitridae;Near Threatened;2;89;105;not a migrant;1;Decreasing;1;17600000;18.5;3.605551275;7.071067812;0;0;0;1;0;0;0
Harpyopsis novaeguineae;Papuan Eagle;Accipitriformes;Accipitridae;Vulnerable;3;72;90;not a migrant;1;Decreasing;1;1200000;18;3.605551275;3.4278273;0;0;0;0;0;1;1
Hartertula flavoviridis;Wedge-tailed Tetraka;Passeriformes;Bernieridae;Near Threatened;2;12;13;not a migrant;1;Decreasing;1;246000;4.4;2.449489743;4.949747468;0;0;1;0;0;0;0
Hartlaubius auratus;Madagascar Starling;Passeriformes;Sturnidae;Least Concern;1;20;20;not a migrant;1;Decreasing;1;626000;4.1;1.341640786;4;0;0;1;0;0;0;0
Hedydipna collaris;Collared Sunbird;Passeriformes;Nectariniidae;Least Concern;1;10;10.5;not a migrant;1;Stable;2;19700000;5.7;1.341640786;2.318404624;0;0;1;0;0;0;0
Hedydipna metallica;Nile Valley Sunbird;Passeriformes;Nectariniidae;Least Concern;1;9;9;not a migrant;1;Stable;2;4210000;5.7;1.58113883;3.033150178;0;1;1;0;0;0;0
Hedydipna pallidigaster;Amani Sunbird;Passeriformes;Nectariniidae;Endangered;4;8;9;not a migrant;1;Decreasing;1;15800;5.7;1.58113883;4.949747468;0;0;1;0;0;0;0
Hedydipna platura;Pygmy Sunbird;Passeriformes;Nectariniidae;Least Concern;1;8;9;not a migrant;1;Stable;2;7470000;5.7;1.154700538;4;0;0;1;0;0;0;0
Heinrichia calligyna;Great Shortwing;Passeriformes;Muscicapidae;Least Concern;1;17.5;17.5;not a migrant;1;Decreasing;1;83900;4.3;2.449489743;7.071067812;0;0;0;0;1;0;0
Heleia crassirostris;Thick-billed White-eye;Passeriformes;Zosteropidae;Least Concern;1;13.5;13.5;not a migrant;1;Decreasing;1;64300;4.4;2.449489743;3.4278273;0;0;0;0;0;0;1
Heleia dohertyi;Crested White-eye;Passeriformes;Zosteropidae;Least Concern;1;12;13;not a migrant;1;Decreasing;1;70500;4.4;2.449489743;3.4278273;0;0;0;0;0;0;1
Heleia goodfellowi;Mindanao White-eye;Passeriformes;Zosteropidae;Least Concern;1;13.3;13.3;not a migrant;1;Decreasing;1;77500;4.4;2.449489743;7.071067812;0;0;0;0;1;0;0
Heleia javanica;Javan Grey-throated White-eye;Passeriformes;Zosteropidae;Least Concern;1;13;14;not a migrant;1;Decreasing;1;68600;4.4;1.58113883;7.071067812;0;0;0;0;1;0;0
Heleia muelleri;Spot-breasted White-eye;Passeriformes;Zosteropidae;Near Threatened;2;13.5;13.5;not a migrant;1;Decreasing;1;38400;4.4;1.58113883;4;0;0;0;0;0;0;1
Heleia pinaiae;Grey-hooded White-eye;Passeriformes;Zosteropidae;Least Concern;1;14;14;not a migrant;1;Decreasing;1;1600;4.4;1.154700538;7.071067812;0;0;0;0;0;0;1
Heleia squamiceps;Streak-headed White-eye;Passeriformes;Zosteropidae;Least Concern;1;12;12;not a migrant;1;Decreasing;1;264000;4.4;2.449489743;7.071067812;0;0;0;0;0;0;1
Heleia squamifrons;Pygmy White-eye;Passeriformes;Zosteropidae;Least Concern;1;9;9.5;not a migrant;1;Decreasing;1;392000;4.4;1.154700538;4.949747468;0;0;0;0;1;0;0
Heliactin bilophus;Horned Sungem;Caprimulgiformes;Trochilidae;Least Concern;1;9.5;11;full migrant;3;Increasing;3;6490000;4.2;1.914854216;3.033150178;0;0;0;1;0;0;0
Heliangelus amethysticollis;Amethyst-throated Sunangel;Caprimulgiformes;Trochilidae;Least Concern;1;10;10;not a migrant;1;Stable;2;692000;4.2;1.914854216;3.4278273;0;0;1;0;0;0;0
Heliangelus clarisse;Longuemare's Sunangel;Caprimulgiformes;Trochilidae;Least Concern;1;9;10;not a migrant;1;Stable;2;139000;4.2;1.914854216;3.4278273;0;0;1;0;0;0;0
Heliangelus exortis;Tourmaline Sunangel;Caprimulgiformes;Trochilidae;Least Concern;1;10;11;not a migrant;1;Stable;2;218000;4.2;1.914854216;3.4278273;0;0;1;0;0;0;0
Heliangelus mavors;Orange-throated Sunangel;Caprimulgiformes;Trochilidae;Least Concern;1;10;11;not a migrant;1;Stable;2;57900;4.2;1.914854216;2.738612788;0;0;0;1;0;0;0
Heliangelus regalis;Royal Sunangel;Caprimulgiformes;Trochilidae;Endangered;4;10;12;not a migrant;1;Decreasing;1;46800;4.2;1.914854216;4.949747468;0;0;0;1;0;0;0
Heliangelus strophianus;Gorgeted Sunangel;Caprimulgiformes;Trochilidae;Least Concern;1;10;11;not a migrant;1;Decreasing;1;25200;4.2;1.914854216;4;0;0;0;1;0;0;0
Heliangelus viola;Purple-throated Sunangel;Caprimulgiformes;Trochilidae;Least Concern;1;11;12;not a migrant;1;Stable;2;121000;4.2;1.914854216;4;0;0;0;1;0;0;0
Helicolestes hamatus;Slender-billed Kite;Accipitriformes;Accipitridae;Least Concern;1;35;41;not a migrant;1;Decreasing;1;7230000;6.6;3.605551275;3.4278273;0;0;0;1;0;0;0
Heliobletus contaminatus;Sharp-billed Treehunter;Passeriformes;Furnariidae;Least Concern;1;12;13;not a migrant;1;Decreasing;1;1100000;3.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Heliodoxa aurescens;Gould's Brilliant;Caprimulgiformes;Trochilidae;Least Concern;1;11;12;not a migrant;1;Decreasing;1;4830000;4.2;1.914854216;4;0;0;0;1;0;0;0
Heliodoxa branickii;Rufous-webbed Brilliant;Caprimulgiformes;Trochilidae;Least Concern;1;11;12;not a migrant;1;Decreasing;1;177000;4.2;1.914854216;3.4278273;0;0;0;1;0;0;0
Heliodoxa gularis;Pink-throated Brilliant;Caprimulgiformes;Trochilidae;Vulnerable;3;11;12;not a migrant;1;Decreasing;1;30700;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Heliodoxa jacula;Green-crowned Brilliant;Caprimulgiformes;Trochilidae;Least Concern;1;12;13;altitudinal migrant;2;Decreasing;1;1070000;4.2;1.914854216;4;0;0;0;1;0;0;0
Heliodoxa schreibersii;Black-throated Brilliant;Caprimulgiformes;Trochilidae;Least Concern;1;11.5;13;not a migrant;1;Decreasing;1;918000;4.2;1.914854216;4;0;0;1;0;0;0;0
Heliodoxa whitelyana;Black-breasted Brilliant;Caprimulgiformes;Trochilidae;Least Concern;1;13;14;not a migrant;1;Decreasing;1;75500;4.2;1.914854216;4;0;0;1;0;0;0;0
Heliodoxa xanthogonys;Velvet-browed Brilliant;Caprimulgiformes;Trochilidae;Least Concern;1;10;11;not a migrant;1;Decreasing;1;365000;4.2;1.914854216;4;0;0;0;1;0;0;0
Heliomaster constantii;Plain-capped Starthroat;Caprimulgiformes;Trochilidae;Least Concern;1;11.5;12.5;not a migrant;1;Stable;2;1770000;4.2;1.914854216;2.738612788;1;0;0;1;0;0;0
Heliomaster furcifer;Blue-tufted Starthroat;Caprimulgiformes;Trochilidae;Least Concern;1;12.6;13;full migrant;3;Stable;2;4040000;4.2;1.914854216;4;0;0;0;1;0;0;0
Heliomaster longirostris;Long-billed Starthroat;Caprimulgiformes;Trochilidae;Least Concern;1;11;12;not a migrant;1;Decreasing;1;12700000;4.2;1.914854216;3.033150178;0;0;0;1;0;0;0
Heliomaster squamosus;Stripe-breasted Starthroat;Caprimulgiformes;Trochilidae;Least Concern;1;11.2;12.4;not a migrant;1;Stable;2;1750000;4.2;1.914854216;4;0;0;0;1;0;0;0
Heliopais personatus;Masked Finfoot;Gruiformes;Heliornithidae;Endangered;4;43;55;not a migrant;1;Decreasing;1;1810000;10.4;1.154700538;3.4278273;0;0;0;0;1;0;0
Heliothryx auritus;Black-eared Fairy;Caprimulgiformes;Trochilidae;Least Concern;1;10.1;13.7;not a migrant;1;Decreasing;1;10700000;4.2;1.914854216;4.949747468;0;0;0;1;0;0;0
Heliothryx barroti;Purple-crowned Fairy;Caprimulgiformes;Trochilidae;Least Concern;1;11.5;13;not a migrant;1;Stable;2;2200000;4.2;1.914854216;4.949747468;0;0;0;1;0;0;0
Hellmayrea gularis;White-browed Spinetail;Passeriformes;Furnariidae;Least Concern;1;11;13;not a migrant;1;Stable;2;1500000;3.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Helmitheros vermivorum;Worm-eating Warbler;Passeriformes;Parulidae;Least Concern;1;13;13;full migrant;3;Increasing;3;2520000;3.9;2.449489743;4.949747468;1;0;0;1;0;0;0
