assessmentId,internalTaxonId,scientificName,Common_name,Synonyms_or_previous_lump,Original_rodents_attributed_IUCN,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,has_study,orig_attrib_ID,Rodent_attributed,Location_species_comment,Location_species_reference
189949320,22697143,Ardeola idae,Madagascar Pond-heron,,"Rattus rattus, Rattus norvegicus",Endangered,C2a(ii),Habitat loss,0,0,Yes,299,Rattus norvegicus,,"Goodman, S.M., 1995. Rattus on Madagascar and the dilemma of protecting the endemic rodent fauna. Conservation biology, 9(2), pp.450-453; Dammhahn, M., Randriamoria, T.M. and Goodman, S.M., 2017. Broad and flexible stable isotope niches in invasive non-native Rattus spp. in anthropogenic and natural habitats of central eastern Madagascar. BMC ecology, 17, pp.1-13."
128903025,22680380,Aythya innotata,Madagascar Pochard,,"Rattus rattus, Rattus norvegicus",Critically Endangered,D,Unknown,0,0,No,123,Rattus rattus,,"Goodman, S.M., 1995. Rattus on Madagascar and the dilemma of protecting the endemic rodent fauna. Conservation biology, 9(2), pp.450-453; Dammhahn, M., Randriamoria, T.M. and Goodman, S.M., 2017. Broad and flexible stable isotope niches in invasive non-native Rattus spp. in anthropogenic and natural habitats of central eastern Madagascar. BMC ecology, 17, pp.1-13."
128903025,22680380,Aythya innotata,Madagascar Pochard,,"Rattus rattus, Rattus norvegicus",Critically Endangered,D,Unknown,0,0,No,123,Rattus norvegicus,,"Goodman, S.M., 1995. Rattus on Madagascar and the dilemma of protecting the endemic rodent fauna. Conservation biology, 9(2), pp.450-453; Dammhahn, M., Randriamoria, T.M. and Goodman, S.M., 2017. Broad and flexible stable isotope niches in invasive non-native Rattus spp. in anthropogenic and natural habitats of central eastern Madagascar. BMC ecology, 17, pp.1-13."
177028688,22697478,Bostrychia bocagei,Dwarf Ibis,,Rattus rattus,Critically Endangered,C2a(ii),Human hunting,0,0,No,246,Rattus rattus,,
194369606,22679929,Branta sandvicensis,Hawaiian Goose,Anser sandvicensis,"Rattus rattus, Rattus norvegicus, Rattus exulans",Near Threatened,"B2ab(ii,iii,iv,v); C2a(i)",Unknown,0,0,Yes,305,Rattus rattus,,
194369606,22679929,Branta sandvicensis,Hawaiian Goose,Anser sandvicensis,"Rattus rattus, Rattus norvegicus, Rattus exulans",Near Threatened,"B2ab(ii,iii,iv,v); C2a(i)",Unknown,0,0,Yes,305,Rattus norvegicus,,
194369606,22679929,Branta sandvicensis,Hawaiian Goose,Anser sandvicensis,"Rattus rattus, Rattus norvegicus, Rattus exulans",Near Threatened,"B2ab(ii,iii,iv,v); C2a(i)",Unknown,0,0,Yes,305,Rattus exulans,,
132628433,22698136,Bulweria fallax,Jouanin's Petrel,,"Rattus rattus, Rattus norvegicus",Near Threatened,D2,Unknown,0,0,Yes,184,Rattus rattus,,"Tollenaere, C., Brouat, C., Duplantier, J.M., Rahalison, L., Rahelinirina, S., Pascal, M., Moné, H., Mouahid, G., Leirs, H. and Cosson, J.F., 2010. Phylogeography of the introduced species Rattus rattus in the western Indian Ocean, with special emphasis on the colonization history of Madagascar. Journal of Biogeography, 37(3), pp.398-410; Mensoor, M., 2023. The mammals of Yemen (Chordata: Mammalia). DOI:10.20944/preprints202301.0181.v1"
132628433,22698136,Bulweria fallax,Jouanin's Petrel,,"Rattus rattus, Rattus norvegicus",Near Threatened,D2,Unknown,0,0,Yes,184,Rattus norvegicus,,"Tollenaere, C., Brouat, C., Duplantier, J.M., Rahalison, L., Rahelinirina, S., Pascal, M., Moné, H., Mouahid, G., Leirs, H. and Cosson, J.F., 2010. Phylogeography of the introduced species Rattus rattus in the western Indian Ocean, with special emphasis on the colonization history of Madagascar. Journal of Biogeography, 37(3), pp.398-410; Mensoor, M., 2023. The mammals of Yemen (Chordata: Mammalia). DOI:10.20944/preprints202301.0181.v1"
94999473,22728873,Cabalus modestus,Chatham Islands Rail,"Gallirallus modestus ssp. Modestus, Rallus modestus ssp. Modestus","Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,"Rats, habitat loss, cats",1,0,No,72,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94999473,22728873,Cabalus modestus,Chatham Islands Rail,"Gallirallus modestus ssp. Modestus, Rallus modestus ssp. Modestus","Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,"Rats, habitat loss, cats",1,0,No,72,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94999473,22728873,Cabalus modestus,Chatham Islands Rail,"Gallirallus modestus ssp. Modestus, Rallus modestus ssp. Modestus","Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,"Rats, habitat loss, cats",1,0,No,72,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
156237250,103730380,Callaeas cinereus,South Island Kokako,,Rattus rattus,Critically Endangered,D,"Rats, possums, stoats, habitat loss",1,0,Yes,228,Rattus rattus,,
132630766,22698172,Calonectris leucomelas,Streaked Shearwater,,"Rattus rattus, Rattus norvegicus",Near Threatened,A2abe+3be+4abe,"Rats, cats",1,0,Yes,188,Rattus rattus,,
132630766,22698172,Calonectris leucomelas,Streaked Shearwater,,"Rattus rattus, Rattus norvegicus",Near Threatened,A2abe+3be+4abe,"Rats, cats",1,0,Yes,188,Rattus norvegicus,,
190919306,22729082,Calyptophilus tertius,Western Chat-tanager,,"Rattus rattus, Rattus norvegicus",Vulnerable,"B1ab(ii,iii,v)","Rats, cats, habitat loss",1,0,No,300,Rattus rattus,,
190919306,22729082,Calyptophilus tertius,Western Chat-tanager,,"Rattus rattus, Rattus norvegicus",Vulnerable,"B1ab(ii,iii,v)","Rats, cats, habitat loss",1,0,No,300,Rattus norvegicus,,
111776645,22720622,Carpodacus ferreorostris,Bonin Grosbeak,Chaunoproctus ferreorostris,"Rattus rattus, Rattus norvegicus",Extinct,,"Rats, habitat loss, cats",1,0,No,84,Rattus rattus,,"Yabe, T., Hashimoto, T., Takiguchi, M., Aoki, M. and Kawakami, K., 2009. Seabirds in the stomach contents of black rats Rattus rattus on Higashijima, the Ogasawara (Bonin) Islands, Japan. Marine Ornithology, 37, pp.293-295."
111776645,22720622,Carpodacus ferreorostris,Bonin Grosbeak,Chaunoproctus ferreorostris,"Rattus rattus, Rattus norvegicus",Extinct,,"Rats, habitat loss, cats",1,0,No,84,Rattus norvegicus,,"Yabe, T., Hashimoto, T., Takiguchi, M., Aoki, M. and Kawakami, K., 2009. Seabirds in the stomach contents of black rats Rattus rattus on Higashijima, the Ogasawara (Bonin) Islands, Japan. Marine Ornithology, 37, pp.293-295."
180783383,22728467,Catharus bicknelli,Bicknell's Thrush,,Rattus rattus,Vulnerable,A2bc+3bc+4bc,Habitat loss,0,0,Yes,279,Rattus rattus,,
119095821,103814223,Certhidea olivacea,Green Warbler-finch,Certhidea fusca,"Rattus rattus, Rattus norvegicus",Vulnerable,"A2bce+3bce+4bce; B1ab(iii,v)","Habitat loss, introduced plants",0,0,No,97,Rattus rattus,"Information found for Floreana I.m San Cristobal I., Santa Cruz. I., Santiago I.","Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
119095821,103814223,Certhidea olivacea,Green Warbler-finch,Certhidea fusca,"Rattus rattus, Rattus norvegicus",Vulnerable,"A2bce+3bce+4bce; B1ab(iii,v)","Habitat loss, introduced plants",0,0,No,97,Rattus norvegicus,"Information found for Floreana I.m San Cristobal I., Santa Cruz. I., Santiago I.","Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
126893184,62290750,Charadrius obscurus,Southern Red-breasted Plover,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,A4a; C1+2a(ii),Stoats,0,0,Yes,121,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
126893184,62290750,Charadrius obscurus,Southern Red-breasted Plover,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,A4a; C1+2a(ii),Stoats,0,0,Yes,121,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
126893184,62290750,Charadrius obscurus,Southern Red-breasted Plover,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,A4a; C1+2a(ii),Stoats,0,0,Yes,121,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
179182366,22693785,Charadrius sanctaehelenae,Saint Helena Plover,,"Rattus norvegicus, Rattus",Vulnerable,D1,Ending domestic grazing,0,0,Yes,262,Rattus norvegicus,,
179182366,22693785,Charadrius sanctaehelenae,Saint Helena Plover,,"Rattus norvegicus, Rattus",Vulnerable,D1,Ending domestic grazing,0,0,Yes,262,Rattus,,
129622366,22684693,Charmosyna amabilis,Red-throated Lorikeet,,Rattus rattus,Critically Endangered,"C2a(i,ii); D","Rats, habitat loss",1,0,No,128,Rattus rattus,,
156512185,22684689,Charmosyna diadema,New Caledonian Lorikeet,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,D,Unknown,0,0,No,229,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
156512185,22684689,Charmosyna diadema,New Caledonian Lorikeet,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,D,Unknown,0,0,No,229,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
156512185,22684689,Charmosyna diadema,New Caledonian Lorikeet,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,D,Unknown,0,0,No,229,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
95133622,22736423,Chasiempis ibidis,Oahu Elepaio,Chasiempis sandwichensis,Rattus rattus,Endangered,"B1ab(i,ii,iii,iv,v)","Rats, habitat loss",1,0,Yes,77,Rattus rattus,,
122918684,22736432,Chasiempis sclateri,Kauai Elepaio,Chasiempis sandwichensis,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D2,Weather extreme,0,0,Yes,115,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
122918684,22736432,Chasiempis sclateri,Kauai Elepaio,Chasiempis sandwichensis,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D2,Weather extreme,0,0,Yes,115,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
122918684,22736432,Chasiempis sclateri,Kauai Elepaio,Chasiempis sandwichensis,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D2,Weather extreme,0,0,Yes,115,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
119205634,62239833,Chenonetta finschi,Finsch's Duck,,Rattus exulans,Extinct,,"Rats, human hunting",1,0,No,100,Rattus exulans,,
131931677,22694750,Chlidonias albostriatus,Black-fronted Tern,"Hydrochelidon albostriata, Sterna albostriata","Rattus rattus, Rattus norvegicus",Endangered,A2bce+3bce+4bce; C2a(ii),"Rats, mustela, cats, hedgehogs, possums, dogs, introduced birds, predation native birds",1,0,Yes,148,Rattus rattus,,
131931677,22694750,Chlidonias albostriatus,Black-fronted Tern,"Hydrochelidon albostriata, Sterna albostriata","Rattus rattus, Rattus norvegicus",Endangered,A2bce+3bce+4bce; C2a(ii),"Rats, mustela, cats, hedgehogs, possums, dogs, introduced birds, predation native birds",1,0,Yes,148,Rattus norvegicus,,
94682058,22720756,Chlorodrepanis stejnegeri,Kauai Amakihi,"Hemignathus kauaiensis, Viridonia stejnegeri ssp. Stejnegeri",Rodentia,Vulnerable,D2,Unknown,0,0,No,58,Rodentia,,
93860479,103670928,Cinclodes antarcticus,Blackish Cinclodes,,Rattus norvegicus,Near Threatened,A2e+3e+4e,"Rats, cats",1,0,Yes,25,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
192074027,103670944,Cinclodes maculirostris,Black Cinclodes,,Rattus norvegicus,Near Threatened,A2ace+3ce+4ace,"Rats, cats",1,0,Yes,302,Rattus norvegicus,,"Ibarra, J.T., Fasola, L., Macdonald, D.W., Rozzi, R. and Bonacic, C., 2009. Invasive American mink Mustela vison in wetlands of the Cape Horn Biosphere Reserve, southern Chile: what are they eating?. Oryx, 43(1), pp.87-90;  Schüttler, E., Crego, R.D., Saavedra-Aracena, L., Silva-Rodríguez, E.A., Rozzi, R., Soto, N. and Jiménez, J.E., 2019. New records of invasive mammals from the sub-Antarctic Cape Horn Archipelago. Polar Biology, 42, pp.1093-1105."
152668395,22715529,Cincloramphus grosvenori,New Britain Thicketbird,Megalurulus grosvenori,Rattus rattus,Vulnerable,D1,Unknown,0,0,No,215,Rattus rattus,Also Rattus praetor,"Brown, P.R., Aplin, K.P., Hinds, L.A., Jacob, J., Thomas, S.E. and Ritchie, B.J., 2018. Rodent management issues in South Pacific islands: a review with case studies from Papua New Guinea and Vanuatu. Wildlife Research, 44(8), pp.587-602."
152667776,22715535,Cincloramphus llaneae,Bougainville Thicketbird,"Cichlornis llaneae, Megalurulus llaneae","Rattus rattus, Rattus exulans",Near Threatened,C2a(ii),Unknown,0,0,No,214,Rattus rattus,,"Rowe, F.P., 1967. Notes on Rats in the Solomon and Gilbert Islands. Journal of Mammalogy, 48(4), pp.649-650."
152667776,22715535,Cincloramphus llaneae,Bougainville Thicketbird,"Cichlornis llaneae, Megalurulus llaneae","Rattus rattus, Rattus exulans",Near Threatened,C2a(ii),Unknown,0,0,No,214,Rattus exulans,,"Rowe, F.P., 1967. Notes on Rats in the Solomon and Gilbert Islands. Journal of Mammalogy, 48(4), pp.649-650."
178598253,22715555,Cincloramphus rufus,Long-legged Thicketbird,"Megalurulus rufus, Trichocichla rufa",Rattus rattus,Endangered,D,Unknown,0,0,No,253,Rattus rattus,,
94686158,22720840,Ciridops anna,Ula-ai-hawane,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,Unknown,0,0,No,62,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
