assessmentId,internalTaxonId,scientificName,Common_name,Synonyms_or_previous_lump,Original_rodents_attributed_IUCN,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,has_study,orig_attrib_ID,Rodent_attributed,Location_species_comment,Location_species_reference
94077305,22706569,Lalage newtoni,Reunion Cuckooshrike,Coracina newtoni,"Rattus rattus, Rattus norvegicus",Critically Endangered,"B1ab(i,ii,iii,v); C2a(i)",Rats,1,1,Yes,34,Rattus rattus,,
94077305,22706569,Lalage newtoni,Reunion Cuckooshrike,Coracina newtoni,"Rattus rattus, Rattus norvegicus",Critically Endangered,"B1ab(i,ii,iii,v); C2a(i)",Rats,1,1,Yes,34,Rattus norvegicus,,
176427891,22705080,Lanius newtoni,Newton's Fiscal,,Rattus rattus,Critically Endangered,C2a(ii),Habitat loss,0,0,No,243,Rattus rattus,,
132576903,22694834,Larosterna inca,Inca Tern,,"Rattus rattus, Rattus norvegicus",Near Threatened,A2cde+3cde+4cde,"Rats, weather extreme",1,0,Yes,161,Rattus rattus,,"Grandón-Ojeda, A., Moreno, L., Garcés-Tapia, C., Figueroa-Sandoval, F., Beltrán-Venegas, J., Serrano-Reyes, J., Bustamante-Garrido, B., Lobos-Chávez, F., Espinoza-Rojas, H., Silva-De la Fuente, M.C. and Henríquez, A., 2022. Patterns of Gastrointestinal Helminth Infections in Rattus rattus, Rattus norvegicus, and Mus musculus in Chile. Frontiers in Veterinary Science, 9, p.929208."
132576903,22694834,Larosterna inca,Inca Tern,,"Rattus rattus, Rattus norvegicus",Near Threatened,A2cde+3cde+4cde,"Rats, weather extreme",1,0,Yes,161,Rattus norvegicus,,"Grandón-Ojeda, A., Moreno, L., Garcés-Tapia, C., Figueroa-Sandoval, F., Beltrán-Venegas, J., Serrano-Reyes, J., Bustamante-Garrido, B., Lobos-Chávez, F., Espinoza-Rojas, H., Silva-De la Fuente, M.C. and Henríquez, A., 2022. Patterns of Gastrointestinal Helminth Infections in Rattus rattus, Rattus norvegicus, and Mus musculus in Chile. Frontiers in Veterinary Science, 9, p.929208."
183584708,22694313,Larus audouinii,Audouin's Gull,,Rattus rattus,Vulnerable,A4b,Unknown,0,0,Yes,296,Rattus rattus,,
176994991,22694413,Larus bulleri,Black-billed Gull,,Rattus norvegicus,Near Threatened,A2b+4b,"Rats, cats, ferrets, stoats",1,0,Yes,245,Rattus norvegicus,,
132552501,22694452,Larus fuliginosus,Lava Gull,,Rattus rattus,Vulnerable,D1,Fishing-bycatch,0,0,Yes,160,Rattus rattus,,
178958787,22694296,Larus heermanni,Heermann's Gull,,"Rattus rattus, Mus musculus",Near Threatened,D2,Unknown,0,0,Yes,257,Rattus rattus,,
178958787,22694296,Larus heermanni,Heermann's Gull,,"Rattus rattus, Mus musculus",Near Threatened,D2,Unknown,0,0,Yes,257,Mus musculus,,
181476400,22692366,Laterallus spilonota,Galapagos Rail,Laterallus spilonotus,"Rattus rattus, Rattus norvegicus",Vulnerable,C1+2a(i),Unknown,0,0,Yes,283,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
181476400,22692366,Laterallus spilonota,Galapagos Rail,Laterallus spilonotus,"Rattus rattus, Rattus norvegicus",Vulnerable,C1+2a(i),Unknown,0,0,Yes,283,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
178391475,22690874,Leptotila wellsi,Grenada Dove,,Rattus norvegicus,Critically Endangered,C2a(ii),Unknown,0,0,No,250,Rattus norvegicus,,"Thille, K.N., Rametta, N.F., Fitzpatrick, D.M., Springer, C.C., Tiwari, K., Pinckney, R.D. and Sharma, R.N., 2019. Ectoparasites of brown rats (Rattus norvegicus) in Grenada, West Indies. Veterinary World, 12(9), p.1390."
133556928,22696840,Leucocarbo campbelli,Campbell Island Shag,Phalacrocorax campbelli,Rattus norvegicus,Vulnerable,D2,Unknown,0,0,No,210,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
209458380,22692529,Lewinia muelleri,Auckland Island Rail,,Mus musculus,Vulnerable,D2,"Mice, cats, pigs",1,0,No,318,Mus musculus,,
94680871,22720742,Loxioides bailleui,Palila,,Rattus rattus,Critically Endangered,A4bce,Habitat loss,0,0,Yes,56,Rattus rattus,,
130851810,22720832,Loxops caeruleirostris,Akekee,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,A3ce+4ace,Habitat loss,0,0,Yes,136,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
130851810,22720832,Loxops caeruleirostris,Akekee,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,A3ce+4ace,Habitat loss,0,0,Yes,136,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
130851810,22720832,Loxops caeruleirostris,Akekee,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,A3ce+4ace,Habitat loss,0,0,Yes,136,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94685811,103823991,Loxops coccineus,Hawaii Akepa,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,"B1ab(i,ii,iii,v)",Habitat loss,0,0,No,61,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94685811,103823991,Loxops coccineus,Hawaii Akepa,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,"B1ab(i,ii,iii,v)",Habitat loss,0,0,No,61,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94685811,103823991,Loxops coccineus,Hawaii Akepa,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,"B1ab(i,ii,iii,v)",Habitat loss,0,0,No,61,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
194673255,22678576,Macrocephalon maleo,Maleo,,"Rattus rattus, Rattus exulans",Critically Endangered,A2cd+4cd,"Habitat loss, human hunting",0,0,No,306,Rattus rattus,Information used for Sulawesi,"Maryanto, I.B.N.U., Nuramaliati, S. and Yani, M.O.H.A.M.A.D., 2009. Distribution of rats at Lore Lindu National Park, Central Sulawesi, Indonesia. Journal of Tropical Biology & Conservation (JTBC), 5."
194673255,22678576,Macrocephalon maleo,Maleo,,"Rattus rattus, Rattus exulans",Critically Endangered,A2cd+4cd,"Habitat loss, human hunting",0,0,No,306,Rattus exulans,Information used for Sulawesi,"Maryanto, I.B.N.U., Nuramaliati, S. and Yani, M.O.H.A.M.A.D., 2009. Distribution of rats at Lore Lindu National Park, Central Sulawesi, Indonesia. Journal of Tropical Biology & Conservation (JTBC), 5."
94682556,22720774,Magumma parva,Anianiau,"Hemignathus parvus, Viridonia parva parva","Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D2,Unknown,0,0,No,59,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94682556,22720774,Magumma parva,Anianiau,"Hemignathus parvus, Viridonia parva parva","Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D2,Unknown,0,0,No,59,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94682556,22720774,Magumma parva,Anianiau,"Hemignathus parvus, Viridonia parva parva","Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D2,Unknown,0,0,No,59,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
218616385,22707200,Mayrornis versicolor,Ogea Monarch,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Near Threatened,D1,Unknown,0,0,No,339,Rattus rattus,Information used for Fiji,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
218616385,22707200,Mayrornis versicolor,Ogea Monarch,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Near Threatened,D1,Unknown,0,0,No,339,Rattus norvegicus,Information used for Fiji,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
218616385,22707200,Mayrornis versicolor,Ogea Monarch,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Near Threatened,D1,Unknown,0,0,No,339,Rattus exulans,Information used for Fiji,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
216251541,22678620,Megapodius laperouse,Micronesian Scrubfowl,,"Rattus, Rattus rattus",Near Threatened,B2ab(iii),"Habitat loss, ungulates, human presence",0,0,Yes,335,Rattus,,
216251541,22678620,Megapodius laperouse,Micronesian Scrubfowl,,"Rattus, Rattus rattus",Near Threatened,B2ab(iii),"Habitat loss, ungulates, human presence",0,0,Yes,335,Rattus rattus,,
153774712,22720863,Melamprosops phaeosoma,Poo-uli,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,Unknown,0,0,No,219,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
153774712,22720863,Melamprosops phaeosoma,Poo-uli,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,Unknown,0,0,No,219,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
153774712,22720863,Melamprosops phaeosoma,Poo-uli,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,Unknown,0,0,No,219,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
180219096,22723725,Melanospiza richardsoni,Saint Lucia Black Finch,,"Rattus rattus, Rattus norvegicus",Endangered,C2a(ii),Unknown,0,0,No,274,Rattus rattus,,"Krauss, U., 2010. Invasive alien species management in St. Lucia and Caribbean partner countries. In Actes du Colloque Biodiversité insulaire: la flore, la faune et l’homme dans les Petites Antilles, Martinique (pp. 196-206)."
180219096,22723725,Melanospiza richardsoni,Saint Lucia Black Finch,,"Rattus rattus, Rattus norvegicus",Endangered,C2a(ii),Unknown,0,0,No,274,Rattus norvegicus,,"Krauss, U., 2010. Invasive alien species management in St. Lucia and Caribbean partner countries. In Actes du Colloque Biodiversité insulaire: la flore, la faune et l’homme dans les Petites Antilles, Martinique (pp. 196-206)."
217577217,216918514,Melopyrrha grandis,Saint Kitts Bullfinch,"Loxigilla portoricensis, Pyrrhulagra portoricensis",Rattus rattus,Critically Endangered,D,Unknown,0,0,No,338,Rattus rattus,,
92864737,22680496,Mergus australis,New Zealand Merganser,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,Hunting,0,0,No,3,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
92864737,22680496,Mergus australis,New Zealand Merganser,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,Hunting,0,0,No,3,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
92864737,22680496,Mergus australis,New Zealand Merganser,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,Hunting,0,0,No,3,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
129881558,22692966,Mesitornis unicolor,Brown Mesite,,"Rattus rattus, Rattus norvegicus",Vulnerable,A2cde+3cde+4cde; C1+2a(i),Habitat loss,0,0,No,131,Rattus rattus,,"Goodman, S.M., 1995. Rattus on Madagascar and the dilemma of protecting the endemic rodent fauna. Conservation biology, 9(2), pp.450-453; Dammhahn, M., Randriamoria, T.M. and Goodman, S.M., 2017. Broad and flexible stable isotope niches in invasive non-native Rattus spp. in anthropogenic and natural habitats of central eastern Madagascar. BMC ecology, 17, pp.1-13."
129881558,22692966,Mesitornis unicolor,Brown Mesite,,"Rattus rattus, Rattus norvegicus",Vulnerable,A2cde+3cde+4cde; C1+2a(i),Habitat loss,0,0,No,131,Rattus norvegicus,,"Goodman, S.M., 1995. Rattus on Madagascar and the dilemma of protecting the endemic rodent fauna. Conservation biology, 9(2), pp.450-453; Dammhahn, M., Randriamoria, T.M. and Goodman, S.M., 2017. Broad and flexible stable isotope niches in invasive non-native Rattus spp. in anthropogenic and natural habitats of central eastern Madagascar. BMC ecology, 17, pp.1-13."
180990415,22711078,Mimus melanotis,San Cristobal Mockingbird,,Rattus rattus,Near Threatened,B1b(iii)+2b(iii),Unknown,0,0,No,281,Rattus rattus,,
132093428,22711063,Mimus trifasciatus,Floreana Mockingbird,"Nesomimus trifasciatus, Orpheus trifasciatus",Rattus rattus,Endangered,B1ac(iv)+2ac(iv),"Rats, cats, dogs, goats",1,0,Yes,152,Rattus rattus,,
93963979,22704335,Moho bishopi,Bishop's Oo,,Rattus rattus,Extinct,,"Habitat loss, introduced herbivores",0,0,No,29,Rattus rattus,,
93963628,22704323,Moho braccatus,Kauai Oo,,Rattus rattus,Extinct,,"Rats, Habitat loss, pigs, disease",0,0,No,28,Rattus rattus,,
209465053,22705397,Mohoua ochrocephala,Yellowhead,,Rattus rattus,Near Threatened,A3be+4be; C1,"Rats, mice, stoats",1,0,Yes,319,Rattus rattus,,
193815333,22692971,Monias benschi,Subdesert Mesite,,"Rattus rattus, Rattus norvegicus",Vulnerable,"A2cd+3cd+4cd; B1ab(i,ii,iii,v)",Habitat loss,0,0,No,304,Rattus rattus,,"Goodman, S.M., 1995. Rattus on Madagascar and the dilemma of protecting the endemic rodent fauna. Conservation biology, 9(2), pp.450-453; Dammhahn, M., Randriamoria, T.M. and Goodman, S.M., 2017. Broad and flexible stable isotope niches in invasive non-native Rattus spp. in anthropogenic and natural habitats of central eastern Madagascar. BMC ecology, 17, pp.1-13."
193815333,22692971,Monias benschi,Subdesert Mesite,,"Rattus rattus, Rattus norvegicus",Vulnerable,"A2cd+3cd+4cd; B1ab(i,ii,iii,v)",Habitat loss,0,0,No,304,Rattus norvegicus,,"Goodman, S.M., 1995. Rattus on Madagascar and the dilemma of protecting the endemic rodent fauna. Conservation biology, 9(2), pp.450-453; Dammhahn, M., Randriamoria, T.M. and Goodman, S.M., 2017. Broad and flexible stable isotope niches in invasive non-native Rattus spp. in anthropogenic and natural habitats of central eastern Madagascar. BMC ecology, 17, pp.1-13."
94995240,22728746,Mundia elpenor,Ascension Crake,Atlantisia elpenor,Rattus rattus,Extinct,,"Rats, cats",1,0,Yes,67,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94165878,22708579,Myadestes obscurus,Omao,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D2,Habitat loss,0,0,No,39,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94165878,22708579,Myadestes obscurus,Omao,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D2,Habitat loss,0,0,No,39,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94165878,22708579,Myadestes obscurus,Omao,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D2,Habitat loss,0,0,No,39,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
128101101,22708583,Myadestes palmeri,Puaiohi,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,B1ab(iii),Introduced plants,0,0,Yes,122,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
128101101,22708583,Myadestes palmeri,Puaiohi,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,B1ab(iii),Introduced plants,0,0,Yes,122,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
128101101,22708583,Myadestes palmeri,Puaiohi,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,B1ab(iii),Introduced plants,0,0,Yes,122,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
182414813,22703871,Myzomela chermesina,Rotuma Myzomela,,Rattus exulans,Vulnerable,D2,Unknown,0,0,No,286,Rattus exulans,,
133546087,22696756,Nannopterum harrisi,Flightless Cormorant,Phalacrocorax harrisi,"Rattus rattus, Rattus norvegicus",Vulnerable,D2,Unknown,0,0,No,209,Rattus rattus,"Information found for Floreana I.m San Cristobal I., Santa Cruz. I., Santiago I.","Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
133546087,22696756,Nannopterum harrisi,Flightless Cormorant,Phalacrocorax harrisi,"Rattus rattus, Rattus norvegicus",Vulnerable,D2,Unknown,0,0,No,209,Rattus norvegicus,"Information found for Floreana I.m San Cristobal I., Santa Cruz. I., Santiago I.","Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94421643,22714587,Nesillas aldabrana,Aldabra Brush-warbler,,"Rattus rattus, Rattus norvegicus",Extinct,,"Rats, cats, goats, tortoises",1,0,No,49,Rattus rattus,,"Thorsen, M., Shorten, R., Lucking, R. and Lucking, V., 2000. Norway rats (Rattus norvegicus) on Fregate Island, Seychelles: the invasion; subsequent eradication attempts and implications for the island's fauna. Biological Conservation, 96(2), pp.133-138; Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94421643,22714587,Nesillas aldabrana,Aldabra Brush-warbler,,"Rattus rattus, Rattus norvegicus",Extinct,,"Rats, cats, goats, tortoises",1,0,No,49,Rattus norvegicus,,"Thorsen, M., Shorten, R., Lucking, R. and Lucking, V., 2000. Norway rats (Rattus norvegicus) on Fregate Island, Seychelles: the invasion; subsequent eradication attempts and implications for the island's fauna. Biological Conservation, 96(2), pp.133-138; Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
119206244,62257034,Nesoenas cicur,Mauritius Turtle-dove,,Rattus rattus,Extinct,,"Rats, human hunting, habitat loss",1,0,No,102,Rattus rattus,,
119260576,22728712,Nesoenas duboisi,Reunion Pigeon,Columba duboisi,"Rattus rattus, Rattus norvegicus",Extinct,,"Rats, cats, human hunting",1,0,No,111,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
119260576,22728712,Nesoenas duboisi,Reunion Pigeon,Columba duboisi,"Rattus rattus, Rattus norvegicus",Extinct,,"Rats, cats, human hunting",1,0,No,111,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
179390191,22690392,Nesoenas mayeri,Pink Pigeon,"Columba mayeri, Streptopelia mayeri","Rattus rattus, Rattus norvegicus",Vulnerable,D1,Habitat loss,0,0,No,268,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
179390191,22690392,Nesoenas mayeri,Pink Pigeon,"Columba mayeri, Streptopelia mayeri","Rattus rattus, Rattus norvegicus",Vulnerable,D1,Habitat loss,0,0,No,268,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
119206485,22728722,Nesoenas rodericanus,Rodrigues Turtle-dove,Alectroenas rodericana,Rattus rattus,Extinct,,Rats,1,1,No,103,Rattus rattus,,
132649758,22698471,Nesofregetta fuliginosa,Polynesian Storm-petrel,,"Rattus exulans, Rattus rattus",Endangered,C2a(i),"Rats, cats",1,0,No,199,Rattus exulans,,
132649758,22698471,Nesofregetta fuliginosa,Polynesian Storm-petrel,,"Rattus exulans, Rattus rattus",Endangered,C2a(i),"Rats, cats",1,0,No,199,Rattus rattus,,
95121524,22735943,Nesospiza acunhae,Inaccessible Island Finch,,"Rattus, Mus musculus",Vulnerable,D2,"Rats, mice",1,1,Yes,340,Rattus,,
95121524,22735943,Nesospiza acunhae,Inaccessible Island Finch,,"Rattus, Mus musculus",Vulnerable,D2,"Rats, mice",1,1,Yes,340,Mus musculus,,
216083435,22684840,Nestor meridionalis,New Zealand Kaka,,Rattus norvegicus,Vulnerable,A2ce,"Habitat loss, human hunting",0,0,No,332,Rattus norvegicus,,
214276713,22704154,Notiomystis cincta,Stitchbird,,Rattus rattus,Vulnerable,D2,"Rats, disease",1,0,No,331,Rattus rattus,,
178964431,22694716,Onychoprion aleuticus,Aleutian Tern,Sterna aleutica,Rattus norvegicus,Vulnerable,A2bcde+3bcde+4cde,Unknown,0,0,No,258,Rattus norvegicus,,
