Bird_scientific_name,redlistCategory,Migratory_status,Single_island_endemic,Evidence,Eradication_ID,Eradication_status,Island_Name,Archipelago,Region,Country,Longitude,Latitude,Rodent_attributed_final
Apalopteron familiare,Near Threatened,Not a Migrant,no,Only predation in support,1685,Successful,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193,27.68095793,Rattus rattus
Apalopteron familiare,Near Threatened,Not a Migrant,no,Only predation in support,1686,Failed,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193,27.68095793,Rattus rattus
Puffinus bryani,Critically Endangered,Full migrant,no,Only predation in support,1685,Successful,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193,27.68095793,Rattus rattus
Puffinus bryani,Critically Endangered,Full migrant,no,Only predation in support,1686,Failed,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193,27.68095793,Rattus rattus
Puffinus bannermani,Endangered,Full migrant,no,No studies found,1685,Successful,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193,27.68095793,Rattus rattus
Puffinus bannermani,Endangered,Full migrant,no,No studies found,1686,Failed,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193,27.68095793,Rattus rattus
Ptychoramphus aleuticus,Near Threatened,Not a Migrant,no,Population study with data in support,2391,Successful,Murchison,British Columbia (Haida Gwaii),Pacific Ocean - North East,Canada,-131.4590144,52.59349111,Rattus rattus
Ptychoramphus aleuticus,Near Threatened,Not a Migrant,no,Population study with data in support,2392,Successful,Murchison Passage,British Columbia (Haida Gwaii),Pacific Ocean - North East,Canada,-131.4672777,52.59691859,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,2275,Successful (Reinvaded),NE Crater Rim,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1127129,-35.20350583,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,2273,Successful (Reinvaded),NW Crater Rim,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1108509,-35.2029227,Rattus rattus
Mohoua ochrocephala,Near Threatened,Not a Migrant,no,Population study with data in support,2910,Successful (Reinvaded),Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712,-46.91541411,Rattus rattus
Mohoua ochrocephala,Near Threatened,Not a Migrant,no,Population study with data in support,2912,In Progress,Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712,-46.91541411,Rattus rattus
Megapodius laperouse,Near Threatened,Not a Migrant,no,All studies are not in support,2684,Successful,Ngeriungs,Kayangel Atoll,Pacific Ocean - North West,Palau,134.7111281,8.058650668,Rattus rattus
Puffinus bryani,Critically Endangered,Full migrant,no,Only predation in support,405,Successful (Reinvaded),Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615,27.11713842,Rattus rattus
Puffinus bryani,Critically Endangered,Full migrant,no,Only predation in support,2096,Failed,Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615,27.11713842,Rattus rattus
Puffinus bannermani,Endangered,Full migrant,no,No studies found,405,Successful (Reinvaded),Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615,27.11713842,Rattus rattus
Puffinus bannermani,Endangered,Full migrant,no,No studies found,2096,Failed,Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615,27.11713842,Rattus rattus
Zosterops modestus,Vulnerable,Not a Migrant,no,Population study with data in support,447,Successful (Reinvaded),North,Seychelles,Indian Ocean - West,Seychelles,55.24490282,-4.39222232,Rattus rattus
Zosterops modestus,Vulnerable,Not a Migrant,no,Population study with data in support,1690,Successful,North,Seychelles,Indian Ocean - West,Seychelles,55.24490282,-4.39222232,Rattus rattus
Falco araeus,Vulnerable,Not a Migrant,no,No studies found,447,Successful (Reinvaded),North,Seychelles,Indian Ocean - West,Seychelles,55.24490282,-4.39222232,Rattus rattus
Falco araeus,Vulnerable,Not a Migrant,no,No studies found,1690,Successful,North,Seychelles,Indian Ocean - West,Seychelles,55.24490282,-4.39222232,Rattus rattus
Hymenolaimus malacorhynchos,Endangered,Not a Migrant,no,All studies are not in support,1153,Unknown,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858,-37.98803493,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1153,Unknown,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858,-37.98803493,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1712,Successful,Okahu,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2091029,-35.19850051,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,1722,Failed,Onetahi,Society Islands,Pacific Ocean - South East,French Polynesia,-149.5912563,-17.0186367,Rattus rattus
Megapodius laperouse,Near Threatened,Not a Migrant,no,All studies are not in support,2691,Successful,Orak,Kayangel Atoll,Pacific Ocean - North West,Palau,134.6939706,8.03991554,Rattus rattus
Puffinus bryani,Critically Endangered,Full migrant,no,Only predation in support,1679,Failed,Otoutojima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1908281,27.16628846,Rattus rattus
Puffinus bannermani,Endangered,Full migrant,no,No studies found,1679,Failed,Otoutojima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1908281,27.16628846,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,2265,Successful (Reinvaded),Outer Little Rat,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0957646,-35.20011152,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,2281,Successful (Reinvaded),Outer Stuck Anchor Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1130798,-35.21171792,Rattus rattus
Notiomystis cincta,Vulnerable,Not a Migrant,no,No studies found,20,Failed,Oyster Island,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252154,-36.14208,Rattus rattus
Pterodroma cookii,Vulnerable,Full migrant,no,No studies found,20,Failed,Oyster Island,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252154,-36.14208,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1821,Successful,Pakatahi,Bay of Islands (Moturoa),Pacific Ocean - South West,New Zealand,174.2000723,-35.23115647,Rattus rattus
Puffinus yelkouan,Vulnerable,Full migrant,no,Population study with data in support,2872,To Be Confirmed,Palmarola,Pontine Islands,Mediterranean,Italy,12.85717333,40.93667554,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,890,Failed,Palmyra,Line Islands,Pacific Ocean - North East,United States Minor Outlying Islands,-162.0777883,5.883944632,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,1321,Successful,Palmyra,Line Islands,Pacific Ocean - North East,United States Minor Outlying Islands,-162.0777883,5.883944632,Rattus rattus
Hymenolaimus malacorhynchos,Endangered,Not a Migrant,no,All studies are not in support,1045,Successful,Patiti (Banded),Lake Rotomahana,Pacific Ocean - South West,New Zealand,176.4459231,-38.26767285,Rattus rattus
Puffinus yelkouan,Vulnerable,Full migrant,no,Population study with data in support,269,Successful (Reinvaded),Peraiola,Tuscan Islands,Mediterranean,Italy,9.79696095,43.03189855,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1793,Successful (Reinvaded),Phil's Hat,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1062553,-35.20675354,Rattus rattus
Puffinus yelkouan,Vulnerable,Full migrant,no,Population study with data in support,2586,To Be Confirmed,Pianosa,Tuscan Islands,Mediterranean,Italy,15.74741661,42.22502273,Rattus rattus
Callaeas cinereus,Critically Endangered,Not a Migrant,no,Population study with all qualities in support,1697,Successful,Pickersgill,Queen Charlotte Sound,Pacific Ocean - South West,New Zealand,174.2821797,-41.16052755,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1697,Successful,Pickersgill,Queen Charlotte Sound,Pacific Ocean - South West,New Zealand,174.2821797,-41.16052755,Rattus rattus
Certhidea olivacea,Vulnerable,Not a Migrant,no,No studies found,302,Failed,Pinzón,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.66589399,-0.610869147,Rattus rattus
Certhidea olivacea,Vulnerable,Not a Migrant,no,No studies found,2213,Successful,Pinzón,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.66589399,-0.610869147,Rattus rattus
Geospiza psittacula,Vulnerable,Not a Migrant,no,No studies found,302,Failed,Pinzón,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.66589399,-0.610869147,Rattus rattus
Geospiza psittacula,Vulnerable,Not a Migrant,no,No studies found,2213,Successful,Pinzón,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.66589399,-0.610869147,Rattus rattus
Progne modesta,Endangered,Not a Migrant,no,No studies found,302,Failed,Pinzón,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.66589399,-0.610869147,Rattus rattus
Progne modesta,Endangered,Not a Migrant,no,No studies found,2213,Successful,Pinzón,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.66589399,-0.610869147,Rattus rattus
Callaeas cinereus,Critically Endangered,Not a Migrant,no,Population study with all qualities in support,1042,Successful (Reinvaded),Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Callaeas cinereus,Critically Endangered,Not a Migrant,no,Population study with all qualities in support,2827,Successful,Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Mohoua ochrocephala,Near Threatened,Not a Migrant,no,Population study with data in support,1042,Successful (Reinvaded),Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Mohoua ochrocephala,Near Threatened,Not a Migrant,no,Population study with data in support,2827,Successful,Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Cyanoramphus auriceps,Near Threatened,Not a Migrant,no,All studies are not in support,1042,Successful (Reinvaded),Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Cyanoramphus auriceps,Near Threatened,Not a Migrant,no,All studies are not in support,2827,Successful,Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Hymenolaimus malacorhynchos,Endangered,Not a Migrant,no,All studies are not in support,1042,Successful (Reinvaded),Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Hymenolaimus malacorhynchos,Endangered,Not a Migrant,no,All studies are not in support,2827,Successful,Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Cyanoramphus malherbi,Critically Endangered,Not a Migrant,yes,No studies found,1042,Successful (Reinvaded),Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Cyanoramphus malherbi,Critically Endangered,Not a Migrant,yes,No studies found,2827,Successful,Pomona,Lake Manapouri,Pacific Ocean - South West,New Zealand,167.4736057,-45.50674923,Rattus rattus
Puffinus yelkouan,Vulnerable,Full migrant,no,Population study with data in support,2208,Successful (Reinvaded),Proratora,Sardinian Islands,Mediterranean,Italy,9.723123782,40.8464801,Rattus rattus
Puffinus yelkouan,Vulnerable,Full migrant,no,Population study with data in support,3221,Successful,Proratora,Sardinian Islands,Mediterranean,Italy,9.723123782,40.8464801,Rattus rattus
Callaeas cinereus,Critically Endangered,Not a Migrant,no,Population study with all qualities in support,1698,Successful,Quail,Canterbury Islands,Pacific Ocean - South West,New Zealand,172.6909702,-43.6284509,Rattus rattus
Mohoua ochrocephala,Near Threatened,Not a Migrant,no,Population study with data in support,1698,Successful,Quail,Canterbury Islands,Pacific Ocean - South West,New Zealand,172.6909702,-43.6284509,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1822,Successful,Rangiatea,Bay of Islands (Moturoa),Pacific Ocean - South West,New Zealand,174.1797091,-35.21804184,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1237,Successful,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184,-36.78649262,Rattus rattus
Synthliboramphus craveri,Vulnerable,Not a Migrant,no,No studies found,479,Successful,Rasa,Gulf of California (Midriff Islands),Pacific Ocean - North East,Mexico,-112.9798053,28.82381016,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1194,Successful (Reinvaded),Rat,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0986825,-35.20344009,Rattus rattus
Puffinus mauretanicus,Critically Endangered,Full migrant,no,All studies are not in support,2294,Successful (Reinvaded),Rates,Balearic Islands (Cabrera Group),Mediterranean,Spain,2.92313107,39.13268704,Rattus rattus
Puffinus mauretanicus,Critically Endangered,Full migrant,no,All studies are not in support,3198,Successful,Rates,Balearic Islands (Cabrera Group),Mediterranean,Spain,2.92313107,39.13268704,Rattus rattus
Larus audouinii,Vulnerable,Full migrant,no,All studies are not in support,83,Successful (Reinvaded),Rey Francisco,Chafarinas Archipelago,Mediterranean,Spain,-2.42223863,35.18082813,Rattus rattus
Larus audouinii,Vulnerable,Full migrant,no,All studies are not in support,264,Successful (Reinvaded),Rey Francisco,Chafarinas Archipelago,Mediterranean,Spain,-2.42223863,35.18082813,Rattus rattus
Larus audouinii,Vulnerable,Full migrant,no,All studies are not in support,2736,To Be Confirmed,Rey Francisco,Chafarinas Archipelago,Mediterranean,Spain,-2.42223863,35.18082813,Rattus rattus
Certhidea olivacea,Vulnerable,Not a Migrant,no,No studies found,1755,Successful,Roca Beagle Sur,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.62935922,-0.418442415,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1823,Successful,Round,Bay of Islands (Urupukapuka),Pacific Ocean - South West,New Zealand,174.2366307,-35.22818295,Rattus rattus
Ardenna carneipes,Near Threatened,Full migrant,no,Population study without data in support,229,Successful,Saint-Paul,Amsterdam and St. Paul Islands,Indian Ocean - West,French Southern Territories,77.52352343,-38.72212156,Rattus rattus
Eudyptes moseleyi,Endangered,Full migrant,no,All studies are not in support,229,Successful,Saint-Paul,Amsterdam and St. Paul Islands,Indian Ocean - West,French Southern Territories,77.52352343,-38.72212156,Rattus rattus
Procellaria cinerea,Near Threatened,Full migrant,no,All studies are not in support,229,Successful,Saint-Paul,Amsterdam and St. Paul Islands,Indian Ocean - West,French Southern Territories,77.52352343,-38.72212156,Rattus rattus
Synthliboramphus craveri,Vulnerable,Not a Migrant,no,No studies found,205,Successful,San Jorge Este,Gulf of California,Pacific Ocean - North East,Mexico,-113.2482091,31.01793412,Rattus rattus
Synthliboramphus craveri,Vulnerable,Not a Migrant,no,No studies found,437,Successful,San Jorge Medio,Gulf of California,Pacific Ocean - North East,Mexico,-113.2440806,31.01222994,Rattus rattus
Synthliboramphus craveri,Vulnerable,Not a Migrant,no,No studies found,438,Successful,San Jorge Oeste,Gulf of California,Pacific Ocean - North East,Mexico,-113.2431372,31.00632429,Rattus rattus
Synthliboramphus craveri,Vulnerable,Not a Migrant,no,No studies found,1316,Successful,San Pedro Mártir,Gulf of California (Midriff Islands),Pacific Ocean - North East,Mexico,-112.3066361,28.38145886,Rattus rattus
Synthliboramphus craveri,Vulnerable,Not a Migrant,no,No studies found,823,Successful,San Roque,Pacific Coast Baja California Peninsula,Pacific Ocean - North East,Mexico,-114.3770111,27.14690418,Rattus rattus
Synthliboramphus hypoleucus,Endangered,Not a Migrant,no,No studies found,823,Successful,San Roque,Pacific Coast Baja California Peninsula,Pacific Ocean - North East,Mexico,-114.3770111,27.14690418,Rattus rattus
Synthliboramphus hypoleucus,Endangered,Not a Migrant,no,No studies found,823,Successful,San Roque,Pacific Coast Baja California Peninsula,Pacific Ocean - North East,Mexico,-114.3770111,27.14690418,Rattus rattus
Anas laysanensis,Critically Endangered,Not a Migrant,no,All studies are not in support,184,Successful,Sand,Hawaiian Islands (Midway Atoll),Pacific Ocean - North East,United States,-177.378933,28.20777515,Rattus rattus
Larus fuliginosus,Vulnerable,Not a Migrant,no,Only predation in support,1255,Successful (Reinvaded),Seymour Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.2849004,-0.395017292,Rattus rattus
Larus fuliginosus,Vulnerable,Not a Migrant,no,Only predation in support,3138,Planned,Seymour Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.2849004,-0.395017292,Rattus rattus
Certhidea olivacea,Vulnerable,Not a Migrant,no,No studies found,1255,Successful (Reinvaded),Seymour Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.2849004,-0.395017292,Rattus rattus
Certhidea olivacea,Vulnerable,Not a Migrant,no,No studies found,3138,Planned,Seymour Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.2849004,-0.395017292,Rattus rattus
Progne modesta,Endangered,Not a Migrant,no,No studies found,1255,Successful (Reinvaded),Seymour Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.2849004,-0.395017292,Rattus rattus
Progne modesta,Endangered,Not a Migrant,no,No studies found,3138,Planned,Seymour Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.2849004,-0.395017292,Rattus rattus
Certhidea olivacea,Vulnerable,Not a Migrant,no,No studies found,1717,Unknown,Sombrero Chino,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.58331963,-0.370320789,Rattus rattus
Spheniscus mendiculus,Endangered,Not a Migrant,no,No studies found,1717,Unknown,Sombrero Chino,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.58331963,-0.370320789,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,864,Successful,Somes (Matiu),Wellington Harbor,Pacific Ocean - South West,New Zealand,174.8651843,-41.25800801,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,2277,Successful (Reinvaded),South Crater Rim,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1117711,-35.20532153,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,2279,Successful (Reinvaded),Stuck Anchor Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1122491,-35.21017846,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,305,Successful,Surprise,New Caledonia Islands,Pacific Ocean - South West,New Caledonia,163.0863698,-18.4813456,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,1766,Successful,Table,New Caledonia Islands,Pacific Ocean - South West,New Caledonia,164.1847381,-20.55786934,Rattus rattus
Larus audouinii,Vulnerable,Full migrant,no,All studies are not in support,3200,Planned,Tagomago,Balearic Islands (Ibiza Group),Mediterranean,Spain,1.64393908,39.03650039,Rattus rattus
Eudyptes pachyrhynchus,Near Threatened,Full migrant,no,No studies found,418,Successful,Taukihepa/Big South Cape,Stewart Islands,Pacific Ocean - South West,New Zealand,167.4079514,-47.24063574,Rattus rattus
Pterodroma inexpectata,Near Threatened,Full migrant,no,No studies found,418,Successful,Taukihepa/Big South Cape,Stewart Islands,Pacific Ocean - South West,New Zealand,167.4079514,-47.24063574,Rattus rattus
Puffinus yelkouan,Vulnerable,Full migrant,no,Population study with data in support,2871,Successful,Tavolara,Sardinian Islands,Mediterranean,Italy,9.7125437,40.90549087,Rattus rattus
Callaeas cinereus,Critically Endangered,Not a Migrant,no,Population study with all qualities in support,896,Successful (Reinvaded),Tawhitinui (Oaie),Marlborough Sound,Pacific Ocean - South West,New Zealand,173.8005739,-41.04945957,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,896,Successful (Reinvaded),Tawhitinui (Oaie),Marlborough Sound,Pacific Ocean - South West,New Zealand,173.8005739,-41.04945957,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1740,Successful,Te Ao,Bay of Islands (Urupukapuka),Pacific Ocean - South West,New Zealand,174.2414585,-35.22760283,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,2796,Successful,Tenarunga (Tenania),Tuamotu Archipelago,Pacific Ocean - South East,French Polynesia,-136.5416276,-21.34388419,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,2269,Successful (Reinvaded),Tern Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1091402,-35.19912512,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,1692,Trial or Research only,Tetiaroa Atoll (Honuea),Society Islands,Pacific Ocean - South East,French Polynesia,-149.5849878,-17.00926361,Rattus rattus
Ducula galeata,Endangered,Not a Migrant,no,All studies are not in support,22,Failed,Teuaua (Ua-Uka),Marquesas,Pacific Ocean - South East,French Polynesia,-139.5931222,-8.954210196,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,22,Failed,Teuaua (Ua-Uka),Marquesas,Pacific Ocean - South East,French Polynesia,-139.5931222,-8.954210196,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,1981,Successful (Reinvaded),Tiarao,Tuamotu Archipelago (Rangiroa),Pacific Ocean - South East,French Polynesia,-147.8002877,-15.20575533,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,2361,Successful (Reinvaded),Tiarao,Tuamotu Archipelago (Rangiroa),Pacific Ocean - South East,French Polynesia,-147.8002877,-15.20575533,Rattus rattus
Pampusana erythroptera,Critically Endangered,Not a Migrant,no,No studies found,1981,Successful (Reinvaded),Tiarao,Tuamotu Archipelago (Rangiroa),Pacific Ocean - South East,French Polynesia,-147.8002877,-15.20575533,Rattus rattus
Pampusana erythroptera,Critically Endangered,Not a Migrant,no,No studies found,2361,Successful (Reinvaded),Tiarao,Tuamotu Archipelago (Rangiroa),Pacific Ocean - South East,French Polynesia,-147.8002877,-15.20575533,Rattus rattus
Ptilinopus coralensis,Near Threatened,Not a Migrant,no,No studies found,1981,Successful (Reinvaded),Tiarao,Tuamotu Archipelago (Rangiroa),Pacific Ocean - South East,French Polynesia,-147.8002877,-15.20575533,Rattus rattus
Ptilinopus coralensis,Near Threatened,Not a Migrant,no,No studies found,2361,Successful (Reinvaded),Tiarao,Tuamotu Archipelago (Rangiroa),Pacific Ocean - South East,French Polynesia,-147.8002877,-15.20575533,Rattus rattus
Callaeas cinereus,Critically Endangered,Not a Migrant,no,Population study with all qualities in support,465,Successful,Titi,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.1392583,-40.9511942,Rattus rattus
Cyanoramphus auriceps,Near Threatened,Not a Migrant,no,All studies are not in support,465,Successful,Titi,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.1392583,-40.9511942,Rattus rattus
Prosobonia parvirostris,Endangered,Not a Migrant,no,Population study without data in support,2187,Successful,Toreauta (Tahanea Atoll),Tuamotu Archipelago,Pacific Ocean - South East,French Polynesia,-144.7017545,-16.97742876,Rattus rattus
Pterodroma brevipes,Vulnerable,Not a Migrant,no,All studies are not in support,2187,Successful,Toreauta (Tahanea Atoll),Tuamotu Archipelago,Pacific Ocean - South East,French Polynesia,-144.7017545,-16.97742876,Rattus rattus
Pampusana erythroptera,Critically Endangered,Not a Migrant,no,No studies found,2187,Successful,Toreauta (Tahanea Atoll),Tuamotu Archipelago,Pacific Ocean - South East,French Polynesia,-144.7017545,-16.97742876,Rattus rattus
Ptilinopus coralensis,Near Threatened,Not a Migrant,no,No studies found,2187,Successful,Toreauta (Tahanea Atoll),Tuamotu Archipelago,Pacific Ocean - South East,French Polynesia,-144.7017545,-16.97742876,Rattus rattus
Puffinus bryani,Critically Endangered,Full migrant,no,Only predation in support,1756,Failed,Torishima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1715733,27.62451662,Rattus rattus
Puffinus bryani,Critically Endangered,Full migrant,no,Only predation in support,2862,Successful,Torishima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1715733,27.62451662,Rattus rattus
Puffinus bannermani,Endangered,Full migrant,no,No studies found,1756,Failed,Torishima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1715733,27.62451662,Rattus rattus
Puffinus bannermani,Endangered,Full migrant,no,No studies found,2862,Successful,Torishima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1715733,27.62451662,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1792,Successful (Reinvaded),Unnamed Cape Wiwiki A (Snail Rock),Bay of Islands (Cape Wiwiki),Pacific Ocean - South West,New Zealand,174.1222147,-35.15366114,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1221,Successful (Reinvaded),Unnamed Cape Wiwiki B (Gorse Island),Bay of Islands (Cape Wiwiki),Pacific Ocean - South West,New Zealand,174.1215032,-35.15274242,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1684,Successful,Urupukapuka,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2318392,-35.21482764,Rattus rattus
Puffinus mauretanicus,Critically Endangered,Full migrant,no,All studies are not in support,2743,Trial or Research only,Vedranell,Balearic Islands (Ibiza Group),Mediterranean,Spain,1.21166264,38.86832562,Rattus rattus
Larus audouinii,Vulnerable,Full migrant,no,All studies are not in support,2742,Trial or Research only,Vedrá,Balearic Islands (Ibiza Group),Mediterranean,Spain,1.1974562,38.86687297,Rattus rattus
Certhidea olivacea,Vulnerable,Not a Migrant,no,No studies found,1258,Failed,Venecia,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.4757509,-0.518408857,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,1794,Successful (Reinvaded),West Atoll,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0789085,-35.20218735,Rattus rattus
Ardenna grisea,Near Threatened,Full migrant,no,No studies found,2267,Successful (Reinvaded),West Tern Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1067185,-35.19931853,Rattus rattus
Puffinus yelkouan,Vulnerable,Full migrant,no,Population study with data in support,389,Successful,Zannone,Pontine Islands,Mediterranean,Italy,13.05487082,40.96868508,Rattus rattus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,2311,Successful,Annet,Isles of Scilly,Atlantic Ocean - North,United Kingdom,-6.3720306,49.89570146,Rattus norvegicus
Ptychoramphus aleuticus,Near Threatened,Not a Migrant,no,No studies found,2107,Successful,Arichika,British Columbia (Haida Gwaii),Pacific Ocean - North East,Canada,-131.3412837,52.47166577,Rattus norvegicus
Onychoprion aleuticus,Vulnerable,Full migrant,no,No studies found,3097,Trial or Research only,Aureola,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.7597608,51.80279098,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1862,Successful (Reinvaded),Battleship Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1143323,-35.20873745,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,3046,Successful,Bense,Falkland Islands (Bense Islands group),Atlantic Ocean - South,Falkland Islands (Malvinas),-60.52293637,-51.49393691,Rattus norvegicus
