scientificName,synth_col,redlistCategory,Migratory status,single_island_endemic,Eradication.ID,Status (Eradication),seasonal,Island.Name,Archipelago,Region,Country,geom,Rodent_attributed_final
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,297,Successful,2,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,150,Failed,2,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2410,Incomplete,2,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,297,Successful,1,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,297,Successful,1,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,297,Successful,1,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,150,Failed,1,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,150,Failed,1,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,150,Failed,1,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2410,Incomplete,1,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2410,Incomplete,1,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,2410,Incomplete,1,Rakino,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9477689|-36.71849935,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,236,Successful,2,Ramsey,Pembrokeshire,Atlantic Ocean - North,United Kingdom,-5.34022689|51.86630023,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1886,Successful,2,Rangiatea,Bay of Islands (Moturoa),Pacific Ocean - South West,New Zealand,174.1797091|-35.21804184,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1239,Successful,2,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184|-36.78649262,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1239,Successful,1,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184|-36.78649262,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1239,Successful,1,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184|-36.78649262,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1239,Successful,1,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184|-36.78649262,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1285,Successful,2,Raoul,Kermadec Islands,Pacific Ocean - South East,New Zealand,-177.9294217|-29.26572148,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,2321,Successful,1,Rat,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.21992|-51.84443,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,1183,Successful (Reinvaded),1,Rat,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.21992|-51.84443,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1275,Successful,2,Rat,Falkland Islands (Salvador Waters),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.33083749|-51.44780909,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1872,Successful (Reinvaded),2,Rat,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0986825|-35.20344009,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,1164,Successful,2,Rats,Sept les Archipelago,Atlantic Ocean - North,France,-3.500302599|48.88725737,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1887,Successful,2,Round,Bay of Islands (Urupukapuka),Pacific Ocean - South West,New Zealand,174.2366307|-35.22818295,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,260,Successful,2,Rouzic (Rougic),Sept les Archipelago,Atlantic Ocean - North,France,-3.437560012|48.89915691,Rattus norvegicus
Certhidea olivacea,No studies found,Vulnerable,Not a Migrant,no,1837,Successful,1,Rábida,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.70867487|-0.413861509,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,2216,Successful,2,Saint Agnes,Isles of Scilly,Atlantic Ocean - North,United Kingdom,-6.34430217|49.89107422,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,230,Failed,2,Saint-Riom,Saint-Riom Islands,Atlantic Ocean - North,France,-2.981828739|48.79794092,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,1115,Failed,2,Saint-Riom (6 islets),Saint-Riom Islands,Atlantic Ocean - North,France,-2.9836496|48.80517882,Rattus norvegicus
Certhidea olivacea,No studies found,Vulnerable,Not a Migrant,no,3139,Planned,1,Seymour Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.2849004|-0.395017292,Rattus norvegicus
Progne modesta,No studies found,Endangered,Not a Migrant,no,3139,Planned,1,Seymour Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.2849004|-0.395017292,Rattus norvegicus
Onychoprion aleuticus,No studies found,Vulnerable,Full migrant,no,1856,Trial or Research only,2,South,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8006095|51.82092992,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,1856,Trial or Research only,3,South,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8006095|51.82092992,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2276,Successful (Reinvaded),2,South Crater Rim,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1117711|-35.20532153,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,1834,Successful,2,South Georgia,South Georgia Islands,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,-36.6802295|-54.37892661,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,2831,Successful,2,South Georgia,South Georgia Islands,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,-36.6802295|-54.37892661,Rattus norvegicus
Phoebetria palpebrata,No studies found,Near Threatened,Full migrant,no,1834,Successful,2,South Georgia,South Georgia Islands,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,-36.6802295|-54.37892661,Rattus norvegicus
Phoebetria palpebrata,No studies found,Near Threatened,Full migrant,no,2831,Successful,2,South Georgia,South Georgia Islands,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,-36.6802295|-54.37892661,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,3057,Successful,1,St. James,British Columbia (Haida Gwaii),Pacific Ocean - North East,Canada,-131.0174373|51.93711216,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,1277,Successful,1,Staats,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.18892753|-51.89042225,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,1277,Successful,2,Staats,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.18892753|-51.89042225,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2278,Successful (Reinvaded),2,Stuck Anchor Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1122491|-35.21017846,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,143,Successful,2,Taranaki,Bay of Islands,Pacific Ocean - South West,New Zealand,174.0135833|-35.20377585,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1858,Successful,2,Te Ao,Bay of Islands (Urupukapuka),Pacific Ocean - South West,New Zealand,174.2414585|-35.22760283,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,860,Successful,2,Te Haupa (Saddle),Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.7477144|-36.5116953,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,59,Successful,1,Tea,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.17215022|-51.90310617,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,59,Successful,2,Tea,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.17215022|-51.90310617,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2268,Successful (Reinvaded),2,Tern Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1091402|-35.19912512,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,3045,To Be Confirmed,1,Tickle,Falkland Islands (Falkland Sound),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.65462602|-51.99217568,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,3045,To Be Confirmed,2,Tickle,Falkland Islands (Falkland Sound),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.65462602|-51.99217568,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,323,Successful,1,Tinui,Rangitoto Islands,Pacific Ocean - South West,New Zealand,173.9688262|-40.7760022,Rattus norvegicus
Himantopus novaezelandiae,No studies found,Critically Endangered,Not a Migrant,no,323,Successful,1,Tinui,Rangitoto Islands,Pacific Ocean - South West,New Zealand,173.9688262|-40.7760022,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,323,Successful,1,Tinui,Rangitoto Islands,Pacific Ocean - South West,New Zealand,173.9688262|-40.7760022,Rattus norvegicus
Turnagra capensis,No studies found,Extinct,Not a Migrant,yes,323,Successful,1,Tinui,Rangitoto Islands,Pacific Ocean - South West,New Zealand,173.9688262|-40.7760022,Rattus norvegicus
Cyanoramphus auriceps,No studies found,Near Threatened,Not a Migrant,no,1299,Successful,1,Titi,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.1392583|-40.9511942,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,233,Successful,2,Tomé,Brittany,Atlantic Ocean - North,France,-3.40799924|48.83668591,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,32,Successful,2,Top,Falkland Islands (Blanco Bay),Atlantic Ocean - South,Falkland Islands (Malvinas),-57.74516621|-51.67238694,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,3038,Successful (Reinvaded),1,Top Island Centre Islet,Falkland Islands (River Harbour),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.7530311|-51.43010297,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,3038,Successful (Reinvaded),2,Top Island Centre Islet,Falkland Islands (River Harbour),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.7530311|-51.43010297,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,3037,Successful (Reinvaded),1,Top Island East Islet,Falkland Islands (River Harbour),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.74607169|-51.42928583,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,3037,Successful (Reinvaded),2,Top Island East Islet,Falkland Islands (River Harbour),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.74607169|-51.42928583,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,3040,Successful (Reinvaded),1,Top Island West Islet,Falkland Islands (River Harbour),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.76090442|-51.43147354,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,3040,Successful (Reinvaded),2,Top Island West Islet,Falkland Islands (River Harbour),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.76090442|-51.43147354,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,257,Successful,2,Trielen,Molne Archipelago,Atlantic Ocean - North,France,-4.93825292|48.37264584,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,824,Successful (Reinvaded),1,Ulva,Stewart Islands,Pacific Ocean - South West,New Zealand,168.132651|-46.93233514,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2154,Successful (Reinvaded),1,Ulva,Stewart Islands,Pacific Ocean - South West,New Zealand,168.132651|-46.93233514,Rattus norvegicus
Nestor meridionalis,No studies found,Vulnerable,Not a Migrant,no,824,Successful (Reinvaded),1,Ulva,Stewart Islands,Pacific Ocean - South West,New Zealand,168.132651|-46.93233514,Rattus norvegicus
Nestor meridionalis,No studies found,Vulnerable,Not a Migrant,no,2154,Successful (Reinvaded),1,Ulva,Stewart Islands,Pacific Ocean - South West,New Zealand,168.132651|-46.93233514,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1199,Successful (Reinvaded),2,Unnamed Cape Wiwiki A (Snail Rock),Bay of Islands (Cape Wiwiki),Pacific Ocean - South West,New Zealand,174.1222147|-35.15366114,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1200,Successful (Reinvaded),2,Unnamed Cape Wiwiki B (Gorse Island),Bay of Islands (Cape Wiwiki),Pacific Ocean - South West,New Zealand,174.1215032|-35.15274242,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1839,Successful,2,Urupukapuka,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2318392|-35.21482764,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2512,Successful,2,Urupukapuka,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2318392|-35.21482764,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2513,Successful,2,Urupukapuka,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2318392|-35.21482764,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1839,Successful,1,Urupukapuka,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2318392|-35.21482764,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2512,Successful,1,Urupukapuka,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2318392|-35.21482764,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2513,Successful,1,Urupukapuka,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2318392|-35.21482764,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1839,Successful,1,Urupukapuka,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2318392|-35.21482764,Rattus norvegicus
