OBJECTID,Eradication ID,Common Name,Scientific Name,Type (Animal),Year of Introduction,Data Quality,Eradication Start Date,Eradication End Date,Status (Eradication),Type (Eradication),Primary Eradication Method,Secondary Eradication Method,Tertiary Eradication Method,Primary Baiting Method,Secondary Baiting Method,Primary Toxicant,Secondary Toxicant,Contact Name,Contact Organization,Organization_Website,Island Code,Island Name,Region,Country,Archipelago,Latitude,Longitude,Area (sq km),Human Population
633,822,Polynesian Rat,Rattus exulans,Rodent,1900,Good,1989,1989,Successful,Whole Island,Toxicant,NA,NA,Bait Station,Hand Broadcast,Bromadiolone,Flocoumafen,McFadden; I,NZ Dept. of Conservation,null,26838,Double (Moturehu),Pacific Ocean - South West,New Zealand,Mercury Islands,-36.62541972,175.9063272,7.85386E-05,None
688,891,Polynesian Rat,Rattus exulans,Rodent,null,Good,1992,1993,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,26839,Red Mercury (Whakau),Pacific Ocean - South West,New Zealand,Mercury Islands,-36.62414526,175.9352706,2.397833337,None
1910,2907,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2014,2015,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Corson Peter,null,null,26740,Great Mercury,Pacific Ocean - South West,New Zealand,Mercury Islands,-36.61610385,175.7957877,19.97864275,Unknown
1912,2909,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2014,2015,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Corson Peter,null,null,26740,Great Mercury,Pacific Ocean - South West,New Zealand,Mercury Islands,-36.61610385,175.7957877,19.97864275,Unknown
5,7,Polynesian Rat,Rattus exulans,Rodent,null,Good,1993,1993,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Bait Station,Brodifacoum,Bromadiolone,Veitch; C.R.,NZ Dept. of Conservation,null,26860,Tiritiri Matangi,Pacific Ocean - South West,New Zealand,Hauraki Gulf,-36.60084388,174.8900253,2.214971515,None
126,149,House Mouse,Mus musculus,Rodent,null,Satisfactory,1993,1993,Failed,Whole Island,Toxicant,NA,NA,Bait Station,NA,Flocoumafen,NA,Wilson; T.,NZ Dept. of Conservation,null,26886,Te Haupa (Saddle),Pacific Ocean - South West,New Zealand,Hauraki Gulf,-36.5116953,174.7477144,0.085106183,None
663,860,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,1989,1989,Successful,Whole Island,Toxicant,Trapping,NA,Hand Broadcast,NA,Brodifacoum,NA,null,null,null,26886,Te Haupa (Saddle),Pacific Ocean - South West,New Zealand,Hauraki Gulf,-36.5116953,174.7477144,0.085106183,None
1305,2118,House Mouse,Mus musculus,Rodent,null,Good,2008,2008,Successful,Whole Island,Trapping,Toxicant,NA,Bait Station,Hand Broadcast,Brodifacoum,NA,null,null,null,26886,Te Haupa (Saddle),Pacific Ocean - South West,New Zealand,Hauraki Gulf,-36.5116953,174.7477144,0.085106183,None
648,838,Polynesian Rat,Rattus exulans,Rodent,1827,Good,1993,1993,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,26850,Cuvier,Pacific Ocean - South West,New Zealand,Colville Channel,-36.43693492,175.7716047,2.052635028,None
1160,1857,Brown / Norway Rat,Rattus norvegicus,Rodent,1987,Poor,1988,1988,Successful,Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,Broome; Keith,NZ Dept. of Conservation,null,30776,Takangaroa,Pacific Ocean - South West,New Zealand,Hauraki Gulf (Kawau),-36.42543,174.7942048,0.072322782,None
129,152,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Wilson; T.,NZ Dept. of Conservation,null,464077,Moturemu,Pacific Ocean - South West,New Zealand,Kaipara Harbor,-36.42229159,174.3931099,0.056967122,None
185,227,House Mouse,Mus musculus,Rodent,null,Satisfactory,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,464077,Moturemu,Pacific Ocean - South West,New Zealand,Kaipara Harbor,-36.42229159,174.3931099,0.056967122,None
314,406,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2004,2004,Successful,Whole Island,Toxicant,Trapping,NA,Bait Station,NA,Brodifacoum,NA,Wilson; T.,NZ Dept. of Conservation,null,464077,Moturemu,Pacific Ocean - South West,New Zealand,Kaipara Harbor,-36.42229159,174.3931099,0.056967122,None
254,326,Black Rat,Rattus rattus,Rodent,1996,Good,2005,2005,Successful,Whole Island,Trapping,Toxicant,NA,Bait Station,NA,Brodifacoum,NA,Wilson; T.,NZ Dept. of Conservation,null,27043,Goat (Hawere),Pacific Ocean - South West,New Zealand,Hauraki Gulf,-36.26575248,174.7974569,0.122771679,11 - 100
256,328,Black Rat,Rattus rattus,Rodent,1977,Good,1992,1994,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,27043,Goat (Hawere),Pacific Ocean - South West,New Zealand,Hauraki Gulf,-36.26575248,174.7974569,0.122771679,11 - 100
693,900,House Mouse,Mus musculus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,Priddel; David,NSW Department of Environment Climate Change and Water,null,21576,Montague,Pacific Ocean - South West,Australia,New South Wales,-36.25122236,150.2267776,0.838082161,None
1606,2505,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,31039,Mahuki,Pacific Ocean - South West,New Zealand,Broken Islands,-36.2323209,175.3028708,0.45822822,None
1607,2506,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,31038,Little Mahuki,Pacific Ocean - South West,New Zealand,Broken Islands,-36.22847635,175.3066646,0.02015822,None
1585,2502,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,26999,Rangiahua,Pacific Ocean - South West,New Zealand,Broken Islands,-36.22186644,175.3027164,0.623630191,None
1586,2504,Black Rat,Rattus rattus,Rodent,null,Poor,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,26997,Papakuri,Pacific Ocean - South West,New Zealand,Broken Islands,-36.22038722,175.288597,0.004352062,None
1584,2501,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,110000235,Motutaiko,Pacific Ocean - South West,New Zealand,Broken Islands,-36.21645463,175.2890638,0.211494847,None
926,1191,Black Rat,Rattus rattus,Rodent,null,Satisfactory,1990,1990,Failed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Flocoumafen,NA,Taylor; G.,null,null,30806,Opakau,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.20173992,175.2984178,0.030691935,None
28,40,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2004,2004,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Bait Station,Brodifacoum,NA,Griffiths; Richard,Island Conservation,null,26723,Little Barrier,Pacific Ocean - South West,New Zealand,Hauraki Gulf,-36.20160033,175.0819196,31.68908552,None
1581,2498,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2008,2008,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,30782,Grey Group,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.18491681,175.2939592,0.031394629,None
811,1046,Black Rat,Rattus rattus,Rodent,null,Satisfactory,1990,1990,Failed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Flocoumafen,NA,Taylor; G.,null,null,30784,Moturako,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.17957233,175.2972703,0.008579277,None
1052,1678,Black Rat,Rattus rattus,Rodent,null,Good,2008,2008,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,26759,Kaikoura,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.17637718,175.3252891,5.298316647,None
1376,2246,Polynesian Rat,Rattus exulans,Rodent,null,Good,2008,2008,Failed,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Griffiths; Richard,Island Conservation,null,26759,Kaikoura,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.17637718,175.3252891,5.298316647,None
1582,2499,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2008,2008,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,30863,Nelson,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.16596004,175.2989428,0.123844711,None
1583,2500,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2008,2008,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,30866,Motuhaku,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.16292716,175.2890744,0.398974516,Unknown
13,19,Black Rat,Rattus rattus,Rodent,null,Satisfactory,1990,1990,Failed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Flocoumafen,NA,Broome; Keith,NZ Dept. of Conservation,null,26761,Wood,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.15228037,175.3340589,0.014612137,None
901,1165,Black Rat,Rattus rattus,Rodent,null,Satisfactory,1990,1990,Trial or Research only,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Flocoumafen,NA,Taylor; G.,null,null,26760,Wood Stack A,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.15196372,175.3367883,0.003225326,None
14,20,Black Rat,Rattus rattus,Rodent,null,Satisfactory,1990,1990,Failed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Flocoumafen,NA,Taylor; G.,null,null,26762,Oyster Island,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.14208,175.3252154,0.003362136,None
2082,3162,Unspecified Rats,Rattus spp.,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Unknown,NA,null,null,null,26820,Rakitu,Pacific Ocean - South West,New Zealand,Great Barrier Islands,-36.12626764,175.4977232,3.121938873,Unknown
1037,1310,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,Hawkins; K.,NZ Dept. of Conservation,null,26758,Taranga (Hen),Pacific Ocean - South West,New Zealand,Hen and Chicken Islands,-35.96346185,174.7188377,4.959173448,None
358,468,Polynesian Rat,Rattus exulans,Rodent,null,Good,1997,1997,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Veitch; C.R.,NZ Dept. of Conservation,null,31012,Fanal,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.93996033,175.147196,0.768298861,None
891,1151,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,463843,Stack I,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.91690536,175.0954641,0.002304756,None
892,1152,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,88888041,Stack J,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.91647483,175.0983354,0.00781412,None
890,1150,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,66666606,Stack G,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.91403606,175.1036242,0.005712243,None
343,445,Polynesian Rat,Rattus exulans,Rodent,null,Good,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,31013,Atihau (Trig),Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.91326645,175.098831,0.161868733,None
889,1149,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,66666605,Stack F,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.91221135,175.1011014,0.003892126,None
681,885,Polynesian Rat,Rattus exulans,Rodent,null,Good,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,31015,Flax (Hokoromea),Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.91151522,175.1039164,0.114242019,None
888,1148,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,66666604,Stack E,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.9115079,175.1003526,0.00161258,None
859,1117,Polynesian Rat,Rattus exulans,Rodent,null,Good,1990,1991,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,463840,Arch,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.91047344,175.1016881,0.008781561,None
861,1118,Polynesian Rat,Rattus exulans,Rodent,1977,Satisfactory,1978,1978,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Bromadiolone,NA,Veitch; C.R.,NZ Dept. of Conservation,null,31014,Lizard,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.90933129,175.1135628,0.029170237,None
887,1147,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,66666603,Stack D,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.90839037,175.105326,0.010233705,None
885,1146,Polynesian Rat,Rattus exulans,Rodent,null,Good,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,31016,Stack C (Motupapa),Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.90776592,175.1032637,0.027907362,None
884,1145,Polynesian Rat,Rattus exulans,Rodent,1900,Satisfactory,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,66666602,Stack B,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.90672167,175.1038192,0.005346991,None
342,444,Polynesian Rat,Rattus exulans,Rodent,null,Good,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,McFadden; I,NZ Dept. of Conservation,null,31017,Burgess,Pacific Ocean - South West,New Zealand,Mokohinau Islands,-35.90429006,175.113124,0.600382464,11 - 100
128,151,Polynesian Rat,Rattus exulans,Rodent,1800,Satisfactory,1994,1994,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Hawkins; K.,NZ Dept. of Conservation,null,26833,Lady Alice (Mauimua),Pacific Ocean - South West,New Zealand,Hen and Chicken Islands,-35.8898964,174.7280744,1.422812343,None
1699,2621,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Incursion Response,Trapping,NA,NA,NA,NA,NA,NA,null,null,null,26833,Lady Alice (Mauimua),Pacific Ocean - South West,New Zealand,Hen and Chicken Islands,-35.8898964,174.7280744,1.422812343,None
123,146,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1993,1993,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,Hawkins; K.,NZ Dept. of Conservation,null,26862,Whatupuke (Mauiroto),Pacific Ocean - South West,New Zealand,Hen and Chicken Islands,-35.88954011,174.7540295,0.903676672,None
1700,2622,Black Rat,Rattus rattus,Rodent,null,Good,2009,2009,Successful,Incursion Response,Trapping,NA,NA,NA,NA,NA,NA,Hawkins; K.,NZ Dept. of Conservation,null,26862,Whatupuke (Mauiroto),Pacific Ocean - South West,New Zealand,Hen and Chicken Islands,-35.88954011,174.7540295,0.903676672,None
253,325,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1997,1997,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Hawkins; K.,NZ Dept. of Conservation,null,26863,Coppermine,Pacific Ocean - South West,New Zealand,Hen and Chicken Islands,-35.8886159,174.7721267,0.757750325,None
334,435,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1992,1992,Failed,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Hawkins; K.,NZ Dept. of Conservation,null,26863,Coppermine,Pacific Ocean - South West,New Zealand,Hen and Chicken Islands,-35.8886159,174.7721267,0.757750325,None
1240,1976,House Mouse,Mus musculus,Rodent,null,Poor,null,null,Successful,Whole Island,Toxicant,NA,NA,Unknown,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888084,Rabbit,Pacific Ocean - South West,New Zealand,Whangarei Harbour,-35.79145839,174.3470354,0.095914078,None
58,72,House Mouse,Mus musculus,Rodent,null,Poor,1998,1998,Failed,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,464065,Matakohe (Limestone/Whangarei),Pacific Ocean - South West,New Zealand,Whangarei Harbour,-35.7841762,174.3592187,0.382269783,None
59,73,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,1996,1998,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,464065,Matakohe (Limestone/Whangarei),Pacific Ocean - South West,New Zealand,Whangarei Harbour,-35.7841762,174.3592187,0.382269783,None
255,327,House Mouse,Mus musculus,Rodent,null,Poor,2001,2001,Failed,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,464065,Matakohe (Limestone/Whangarei),Pacific Ocean - South West,New Zealand,Whangarei Harbour,-35.7841762,174.3592187,0.382269783,None
1477,2362,House Mouse,Mus musculus,Rodent,null,Poor,1997,1997,Failed,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,464065,Matakohe (Limestone/Whangarei),Pacific Ocean - South West,New Zealand,Whangarei Harbour,-35.7841762,174.3592187,0.382269783,None
1666,2575,House Mouse,Mus musculus,Rodent,null,Poor,1996,1996,Failed,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Craw; J.,Auckland Councit,null,464065,Matakohe (Limestone/Whangarei),Pacific Ocean - South West,New Zealand,Whangarei Harbour,-35.7841762,174.3592187,0.382269783,None
699,906,Black Rat,Rattus rattus,Rodent,1932,Good,2005,2005,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Priddel; David,NSW Department of Environment Climate Change and Water,null,21697,Brush,Pacific Ocean - South West,Australia,New South Wales,-35.52914213,150.4168817,0.410562031,None
1703,2625,House Mouse,Mus musculus,Rodent,null,Satisfactory,2002,2002,Successful,Incursion Response,Trapping,Toxicant,NA,Bait Station,NA,Unknown,NA,null,null,null,31048,Aorangi,Pacific Ocean - South West,New Zealand,Poor Knights Islands,-35.4815512,174.739333,1.102515929,None
672,870,House Mouse,Mus musculus,Rodent,null,Good,1989,1991,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Bromadiolone,NA,Smuts-Kennedy; C.,NZ Dept. of Conservation,null,464058,Rimariki (Wide Berth),Pacific Ocean - South West,New Zealand,Kaituna Bay,-35.42446886,174.4416101,0.282086807,None
1137,1815,Black Rat,Rattus rattus,Rodent,null,Poor,null,2005,Successful,Whole Island,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Broome; Keith,NZ Dept. of Conservation,null,110000216,Motukaraka,Pacific Ocean - South West,New Zealand,Hokianga Harbour,-35.39046811,173.4828504,0.155363326,None
1757,2692,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Unknown,Unknown,Unknown,Unknown,null,null,null,110000237,Motiti,Pacific Ocean - South West,New Zealand,Hokianga Harbour,-35.3531485,173.552736,0.002038342,None
950,1218,Black Rat,Rattus rattus,Rodent,null,Poor,1990,null,Incomplete,Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,Taylor; D.,null,null,990000200,Fortyseven,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.237948,174.134065,0.01,None
1346,2183,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,464039,Motuarohia,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.233027,174.1657474,0.822825653,Unknown
1878,2903,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2014,null,In Progress,Incursion Response,Trapping,NA,NA,NA,NA,NA,NA,null,null,null,464039,Motuarohia,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.233027,174.1657474,0.822825653,Unknown
1139,1821,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888072,Pakatahi,Pacific Ocean - South West,New Zealand,Bay of Islands (Moturoa),-35.23115647,174.2000723,0.004585925,None
1180,1885,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888072,Pakatahi,Pacific Ocean - South West,New Zealand,Bay of Islands (Moturoa),-35.23115647,174.2000723,0.004585925,None
1136,1814,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888068,Kuiamokimoki,Pacific Ocean - South West,New Zealand,Bay of Islands (Moturoa),-35.23039829,174.19849,0.00405784,None
1175,1876,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888068,Kuiamokimoki,Pacific Ocean - South West,New Zealand,Bay of Islands (Moturoa),-35.23039829,174.19849,0.00405784,None
1163,1861,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888064,Poroporo,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.22900794,174.224338,0.07357793,None
1141,1823,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888066,Round,Pacific Ocean - South West,New Zealand,Bay of Islands (Urupukapuka),-35.22818295,174.2366307,0.015534053,None
1182,1887,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888066,Round,Pacific Ocean - South West,New Zealand,Bay of Islands (Urupukapuka),-35.22818295,174.2366307,0.015534053,None
1100,1740,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888074,Te Ao,Pacific Ocean - South West,New Zealand,Bay of Islands (Urupukapuka),-35.22760283,174.2414585,0.013085667,None
1161,1858,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888074,Te Ao,Pacific Ocean - South West,New Zealand,Bay of Islands (Urupukapuka),-35.22760283,174.2414585,0.013085667,None
1103,1743,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888075,Mahenotiti,Pacific Ocean - South West,New Zealand,Bay of Islands (Urupukapuka),-35.22754213,174.2479817,0.008941625,None
1162,1859,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888075,Mahenotiti,Pacific Ocean - South West,New Zealand,Bay of Islands (Urupukapuka),-35.22754213,174.2479817,0.008941625,None
1065,1693,Black Rat,Rattus rattus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,459035,Moturua,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.2236004,174.1909514,1.685443111,None
1148,1841,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,459035,Moturua,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.2236004,174.1909514,1.685443111,None
1249,1986,Polynesian Rat,Rattus exulans,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,459035,Moturua,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.2236004,174.1909514,1.685443111,None
1675,2591,House Mouse,Mus musculus,Rodent,null,Good,2011,2011,Successful,Incursion Response,Trapping,NA,NA,Bait Station,NA,Brodifacoum,NA,null,null,null,459035,Moturua,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.2236004,174.1909514,1.685443111,None
